systemId,STATE
2305350001,PA
1305000625,PA
4805000004,PA
2305600003,PA
2305600004,PA
4805000005,PA
1305000629,PA
4905000035,PA
4905000036,PA
1305000541,PA
4905000072,PA
4905000037,PA
2305400001,PA
2305400004,PA
2305400003,PA
4905000039,PA
4905000040,PA
500005000018,PA
4905000075,PA
4905000076,PA
2305410001,PA
4805000009,PA
4805000010,PA
4905000041,PA
2305110001,PA
500005000012,PA
500005000006,PA
4905000005,PA
2305420001,PA
1305000006,PA
1305000010,PA
4905000043,PA
4905000019,PA
4905000023,PA
4905000080,PA
2305430001,PA
2305430002,PA
500005000007,PA
4905000074,PA
2305450001,PA
4905000044,PA
4905000045,PA
500005000004,PA
4805000012,PA
2305520001,PA
1305000004,PA
2305470001,PA
1305000374,PA
1305000119,PA
2305490002,PA
2305490001,PA
1305000581,PA
1305200367,PA
4905000046,PA
4905000068,PA
4905000006,PA
4905000031,PA
4905000029,PA
4905000030,PA
4805000002,PA
500005000003,PA
2305330001,PA
4905000001,PA
500005000024,PA
2305520003,PA
1305000124,PA
1305000118,PA
1305000141,PA
1305000635,PA
1305000519,PA
1305000542,PA
2305500001,PA
1305000350,PA
1305000005,PA
2305200001,PA
500005000008,PA
500005000009,PA
4905000065,PA
1305000311,PA
4905000049,PA
4905000050,PA
4905000051,PA
1305000628,PA
500005000021,PA
1305000567,PA
1305000565,PA
2305530001,PA
2305530002,PA
2305530003,PA
2305530004,PA
2305530006,PA
2305530005,PA
4805000013,PA
2305610001,PA
500005000016,PA
4905000054,PA
4905000053,PA
4905000067,PA
4905000056,PA
1305000132,PA
2305320001,PA
500005000019,PA
1305000604,PA
2305320002,PA
4905000002,PA
2305230001,PA
1305000349,PA
1305000306,PA
2305550001,PA
2305550002,PA
1305000627,PA
1305000016,PA
2305560001,PA
2305560002,PA
1305000007,PA
1305000307,PA
2305360001,PA
2305330002,PA
1305000015,PA
2305380001,PA
1305000548,PA
1305000551,PA
4905000014,PA
4905000013,PA
500005000001,PA
4905000057,PA
500005000020,PA
1305000322,PA
500005000015,PA
4905000058,PA
1305000013,PA
1305000138,PA
2305570001,PA
1305000612,PA
1305000508,PA
1305000574,PA
4905000059,PA
500005000013,PA
2305270001,PA
2305270002,PA
1305000624,PA
2305320003,PA
4805000015,PA
2305280001,PA
2305380003,PA
500005000011,PA
1305000121,PA
500005000014,PA
500005000017,PA
1305000536,PA
1305000531,PA
1305000530,PA
1305000532,PA
1305000533,PA
1305000534,PA
1305000535,PA
2305580001,PA
1305000617,PA
500005000023,PA
1305000323,PA
4905000060,PA
4905000061,PA
2305380002,PA
4905000062,PA
1305000623,PA
4905000077,PA
4805000016,PA
1305000131,PA
500005000010,PA
2305600001,PA
2305330003,PA
1305000114,PA
2305480002,PA
4905000004,PA
4905000070,PA
4905000063,PA
4905000069,PA
4905000071,PA
2305340005,PA
2305340003,PA
2305340001,PA
2305340002,PA
2305340007,PA
2305340008,PA
2305340006,PA
2305340004,PA
3405000092,VI
2305150001,VA
2305150003,VA
2305150002,VA
2305150004,VA
2305070001,VA
4605000004,VA
1305400010,VA
1305000626,VA
6105002001,VA
3305000029,VA
1305000669,VA
4605000001,VA
4605000003,VA
4605000002,VA
4605000007,VA
6105010001,VA
6105004001,VA
1305000028,VA
4605000005,VA
1305000143,VA
4605000006,VA
2305300001,DC
2305300002,DC
1305000681,DC
1305000345,MD
1305000637,MD
2305540001,MD
1305000328,MD
2305020001,MD
2305020002,MD
1305000130,MD
2305290002,MD
2305020003,MD
2305100001,MD
1305000630,MD
2305140001,MD
2305020004,MD
2305180002,MD
1305000018,MD
1305000145,MD
2305100002,MD
1305000019,MD
1305000636,MD
2305100003,MD
4905000064,WV
1305000109,WV
1305000108,WV
2305180001,WV
3305000004,WV
2305050001,WV
4905000007,WV
3305000007,WV
3305000006,WV
3305000030,WV
3305000010,WV
2305210001,WV
2305250001,WV
3305000019,WV
3305000021,WV
2305100002,WV
2305210002,WV
2305250002,WV
1305000636,WV
2305050002,WV
3305000012,WV
3305000013,WV
3305000027,WV
3305000011,WV
1305000371,DE
4805000014,DE
1305000372,DE
1305000370,DE
190005000000,DE
1405200102,FL
3405000090,FL
1405200092,FL
1405000761,FL
1405000516,FL
3405000128,FL
3405000129,FL
3405000080,FL
3405000105,FL
3405000101,FL
3405000107,FL
3405000133,FL
3405000057,FL
3405000039,FL
3405000095,FL
3405000007,FL
3405000006,FL
3405000016,FL
3405000015,FL
3405000014,FL
1405200089,FL
7105000003,FL
1405200028,FL
1405000826,FL
1405200026,FL
1405000822,FL
200005000001,FL
3405000017,FL
1405200096,FL
1405200093,FL
3405000124,FL
3405000108,FL
3405000041,FL
3405000042,FL
3405000020,FL
3405000036,FL
3405000050,FL
3405000051,FL
3405000076,FL
3405000130,FL
3405000131,FL
3405000102,FL
3405000053,FL
3405000106,FL
3405000030,FL
3405000032,FL
3405000033,FL
3405000034,FL
3405000035,FL
3405000031,FL
3405000044,FL
3405000045,FL
3405000038,FL
1405200094,FL
1405200095,FL
1405000125,FL
3405000063,FL
3405000043,FL
3405000067,FL
3405000004,FL
1405200097,FL
1405000873,FL
1405200049,FL
1405200034,FL
1405200084,FL
3405000123,FL
1405200091,FL
3405000132,FL
3405000121,FL
3405000122,FL
3405000115,FL
3405000117,FL
3405000114,FL
3405000072,FL
3405000113,FL
3405000065,FL
3405000073,FL
3405000118,FL
3405000119,FL
3405000110,FL
3405000126,FL
3405000111,FL
3405000047,FL
3405000046,FL
1405200015,FL
1405200099,FL
1405200101,FL
3405000079,FL
3405000001,FL
3405000010,FL
3405000052,FL
3405000055,FL
3405000056,FL
3405000037,FL
3405000064,FL
1405000234,MS
1405000233,MS
5905000045,MS
5905000044,MS
1405000173,MS
1405000066,MS
5905000047,MS
1405000216,MS
1405000207,MS
1405000759,MS
1405000063,MS
1405000206,MS
1405000048,MS
5905000042,MS
5905000011,MS
5905000007,MS
5905000015,MS
5905000058,MS
5905000048,MS
5905000012,MS
5905000049,MS
5905000050,MS
1405000758,MS
1405000757,MS
1405000239,MS
1405000186,MS
5905000002,MS
1405000124,MS
1405000229,MS
1405000130,MS
1405000129,MS
1405000230,MS
1405000213,MS
1405000225,MS
1405000204,MS
1405250017,MS
1405250016,MS
1405000237,MS
1405000142,MS
5905000021,MS
5905000021,MS
1405200010,MS
1405250015,MS
1405000556,MS
5905000051,MS
1405000004,MS
1405000005,MS
5905000043,MS
1405000015,MS
1405000028,MS
1405000080,MS
5905000040,MS
1405000147,MS
1405000148,MS
5905000031,MS
5905000020,MS
1405250008,MS
1405250007,MS
1405000154,MS
1405000158,MS
1405000160,MS
1405000156,MS
1405000162,MS
1405000163,MS
1405000161,MS
1405000157,MS
1405000164,MS
1405000219,MS
1405250014,MS
1405000208,MS
1405000228,MS
1405000220,MS
1405000218,MS
1405000200,MS
1405250010,MS
1405000214,MS
1405000199,MS
1405000210,MS
1405000209,MS
1405000217,MS
1405250009,MS
1405000058,MS
1405000198,MS
5905000008,MS
1405000748,MS
1405000746,MS
1405000750,MS
1405000747,MS
1405000751,MS
1405000753,MS
1405000755,MS
1405000754,MS
1405000752,MS
1405000211,MS
1405000251,MS
1405000212,MS
1405250011,MS
5905000046,MS
1405000202,MS
1405000203,MS
1405000069,MS
5905000032,MS
1405000533,MS
1405000061,MS
1405250006,MS
1405000060,MS
5905000024,MS
5905000041,MS
1405250001,MS
1405000057,MS
1405000056,MS
5905000029,MS
5905000019,MS
1405000741,MS
1405000231,MS
1405000174,MS
5905000058,MS
5905000021,MS
5905000021,MS
5905000041,MS
210005000001,GA
5405000001,GA
200005000002,GA
200005000004,GA
200005000005,GA
200005000003,GA
5405000002,GA
4105000002,GA
1405000036,GA
4105000007,GA
1405000242,NC
6105007001,NC
6105001001,NC
1405100907,NC
1405200907,NC
1405000743,NC
390005000001,NC
390005000005,NC
390005000003,NC
390005000004,NC
6105003001,NC
6105009001,NC
6105009002,NC
6105009003,NC
6105009004,NC
6105011001,NC
6105005003,NC
390005000002,NC
6105006001,NC
6105005002,NC
6105005001,NC
390005000006,NC
6105008001,NC
3305000027,KY
3305000001,KY
3305000002,KY
4205000006,KY
3905000001,KY
4005000004,KY
3305000003,KY
3905000023,KY
3905000004,KY
3905110001,KY
4205000001,KY
4205000002,KY
3905000009,KY
4005000003,KY
3905000013,KY
3905000028,KY
3305000016,KY
4205000008,KY
4205000009,KY
4205000010,KY
3905000031,KY
1405000957,KY
3905000032,KY
3305000020,KY
4205000004,KY
4205000005,KY
3305000023,KY
3305000026,KY
3905110002,KY
3305000011,KY
3905000035,KY
3905000036,KY
3905000038,KY
4205000007,KY
3905560001,KY
4005000003,KY
4005000004,KY
4005000003,KY
4005000004,TN
4005000020,TN
1405000010,TN
4005000013,TN
4005000007,TN
1405000241,TN
4005000003,TN
4005000009,TN
4005000023,TN
5905000021,TN
5905000021,TN
4205000011,TN
4005000024,TN
4005000025,TN
4005000022,TN
1405000013,TN
550005000000,TN
1405000041,TN
1405000029,TN
1405000134,TN
4005000003,TN
5905000021,TN
5905000021,TN
4005000004,TN
4005000003,TN
1405000138,AL
1405000139,AL
1405000137,AL
4105000003,AL
4105000004,AL
4105000005,AL
1405000953,AL
1405000954,AL
1405000955,AL
4105000006,AL
4105000001,AL
1405000068,AL
1405000127,SC
530005000001,SC
530005000002,SC
1405000135,SC
1405000011,SC
5905000058,AR
4005000011,AR
1605881350,AR
5905000004,AR
5905000001,AR
3705000043,AR
3705000021,AR
3705000018,AR
3705000033,AR
4005000012,AR
1605995041,AR
1605881352,AR
5905000006,AR
5905000030,AR
3705000041,AR
4005000017,AR
3705000013,AR
4005000002,AR
3705000031,AR
3705000016,AR
1605995040,AR
1605881394,AR
3705000042,AR
3705000023,AR
4005000019,AR
4005000018,AR
1705000418,AR
1705000573,AR
1705600573,AR
1705500574,AR
1605994335,AR
1605994333,AR
3705000015,AR
1605115004,AR
3705000017,AR
1605123002,AR
3705000009,AR
1605135002,AR
5905000058,AR
3705000001,AR
5905000025,AR
3705000049,AR
3705000059,AR
3705000048,AR
1605881378,AR
4005000028,AR
1605885377,AR
4005000029,AR
3705000060,AR
1605881347,AR
1605995093,AR
1605995092,AR
1605881348,AR
3705000038,AR
3705000037,AR
4005000021,AR
3705000004,AR
3705000005,AR
5905000026,AR
3705000012,AR
1605994334,AR
3705000022,AR
5905000052,AR
5905000053,AR
3705000011,AR
1605881351,AR
4005000006,AR
1605100011,AR
3705000062,AR
3705000002,AR
3705000003,AR
1605994336,AR
1605995276,AR
1605995095,AR
1605881379,AR
3705000055,AR
1605881349,AR
3705000044,AR
3705000046,AR
3705000024,AR
1605991328,AR
1605991329,AR
1605995042,AR
3705000058,AR
5905000028,AR
1605885418,AR
3705000036,AR
3705000006,AR
3705000007,AR
5905000027,AR
3705000040,AR
3705000010,AR
1605115002,AR
3705000056,AR
1605995277,AR
3705000061,AR
4005000011,AR
3705000057,AR
1605170001,AR
3705000039,AR
1605135001,AR
3705000008,AR
3705000030,AR
1605995096,AR
1605995097,AR
4005000010,AR
1605881395,AR
3705000014,AR
3705000034,AR
4005000015,AR
1605991330,AR
1605995043,AR
1605995044,AR
1605995045,AR
1605995046,AR
3705000041,AR
4005000002,AR
1705700572,AR
1705000418,AR
1705000573,AR
1705600573,AR
1705500574,AR
4005000028,AR
4005000021,AR
4005000011,AR
3705000034,AR
4005000001,IL
260005000153,IL
260005000054,IL
5105590225,IL
5105590220,IL
1505000878,IL
260005000183,IL
5105500001,IL
5105500002,IL
1505000084,IL
1505000085,IL
260005000055,IL
260005000056,IL
260005000057,IL
1505000368,IL
1505000535,IL
5105010001,IL
1505000542,IL
1505000288,IL
260005000155,IL
260005000154,IL
260005000210,IL
260005000143,IL
260005000049,IL
5605320001,IL
5105510001,IL
260005000040,IL
5605010001,IL
260005000097,IL
260005000160,IL
260005000144,IL
1505000488,IL
1505001070,IL
1505000088,IL
1505000089,IL
1505000090,IL
5605700001,IL
260005000058,IL
5605030001,IL
260005000098,IL
260005000214,IL
1505901414,IL
1505000394,IL
3905000041,IL
260005000161,IL
260005000162,IL
1505000393,IL
260005000163,IL
1505000846,IL
1505000848,IL
1505000847,IL
1505000849,IL
1505001054,IL
260005000041,IL
260005000060,IL
260005000059,IL
260005000053,IL
4005000027,IL
3905440001,IL
1505000097,IL
1505000098,IL
1505000099,IL
2605000012,IL
260005000184,IL
260005000099,IL
1505000882,IL
1505000883,IL
1505000884,IL
1505001099,IL
1505001098,IL
260005000100,IL
260005000185,IL
5105590360,IL
1505000877,IL
5605920001,IL
5105590110,IL
1505000268,IL
1505000413,IL
1505001003,IL
260005000145,IL
260005000065,IL
260005000062,IL
1505000298,IL
1505000155,IL
1505000300,IL
1505000296,IL
1505000297,IL
1505000301,IL
1505000302,IL
1505000303,IL
1505000304,IL
1505000293,IL
1505000294,IL
1505000295,IL
5105590100,IL
5105530001,IL
5605080001,IL
260005000101,IL
1505001130,IL
1505200462,IL
5605090001,IL
1505300462,IL
1505100462,IL
1505000462,IL
5105540001,IL
1505001239,IL
1505001236,IL
1505001229,IL
1505001230,IL
1505001228,IL
1505001234,IL
1505001235,IL
1505001248,IL
1505001240,IL
1505001249,IL
1505001250,IL
1505001251,IL
1505001237,IL
1505001238,IL
1505001241,IL
1505001242,IL
1505001243,IL
1505001244,IL
1505001245,IL
1505001246,IL
1505001247,IL
1505000875,IL
260005000064,IL
260005000142,IL
260005000102,IL
260005000063,IL
260005000066,IL
260005000061,IL
1505901345,IL
1505000850,IL
1505000851,IL
260005000186,IL
260005000093,IL
5105870001,IL
5105870002,IL
260005000187,IL
260005000067,IL
260005000068,IL
5605110001,IL
5105950073,IL
260005000188,IL
260005000189,IL
260005000146,IL
260005000190,IL
260005000192,IL
260005000191,IL
5105080001,IL
1505000996,IL
1505001281,IL
1505901401,IL
1505901410,IL
1505901402,IL
1505901403,IL
1505901404,IL
1505901405,IL
1505901406,IL
1505901407,IL
1505901408,IL
1505901409,IL
5105950013,IL
5105560001,IL
5105100001,IL
5105570001,IL
1505000908,IL
5105580003,IL
5105580004,IL
5105580002,IL
5105580001,IL
5105580006,IL
1505000382,IL
1505000383,IL
1505000385,IL
1505000387,IL
5105590140,IL
260005000164,IL
5605140001,IL
1505901517,IL
1505000471,IL
1505000538,IL
1505000605,IL
1505000816,IL
1505001270,IL
1505000782,IL
1505001271,IL
1505001272,IL
1505901448,IL
3905000006,IL
1505000497,IL
1505000781,IL
5105950078,IL
1505000537,IL
260005000013,IL
1505000993,IL
1505000997,IL
1505000994,IL
1505900995,IL
2605000016,IL
260005000104,IL
1505000595,IL
1505100595,IL
260005000212,IL
5105120001,IL
1505901372,IL
5105620001,IL
5105620002,IL
5605780001,IL
5105590370,IL
1505001280,IL
3905000025,IL
5605180001,IL
260005000025,IL
260005000006,IL
260005000027,IL
260005000026,IL
5105590310,IL
1505000586,IL
1505100586,IL
1505901478,IL
1505901479,IL
1505001035,IL
1505001033,IL
1505001034,IL
1505001031,IL
1505901369,IL
1505100581,IL
1505200581,IL
260005000165,IL
260005000181,IL
2605000010,IL
260005000105,IL
1505100007,IL
1505901466,IL
1505000007,IL
5605770001,IL
1505000401,IL
3905000027,IL
5605170001,IL
260005000156,IL
260005000157,IL
260005000096,IL
5605200001,IL
260005000147,IL
260005000070,IL
5605790001,IL
5105170001,IL
1505000815,IL
5105160001,IL
1505000818,IL
5105950074,IL
1505000887,IL
5105950079,IL
260005000042,IL
260005000005,IL
260005000034,IL
260005000106,IL
5605210001,IL
260005000195,IL
260005000107,IL
260005000109,IL
260005000166,IL
260005000043,IL
260005000196,IL
260005000197,IL
5105180001,IL
5105950077,IL
260005000002,IL
260005000003,IL
260005000004,IL
260005000111,IL
260005000112,IL
260005000046,IL
5105190002,IL
5105190001,IL
260005000071,IL
260005000113,IL
260005000167,IL
3905480001,IL
1505000829,IL
260005000114,IL
260005000115,IL
260005000116,IL
260005000199,IL
260005000072,IL
1505000281,IL
1505000282,IL
260005000117,IL
260005000118,IL
260005000009,IL
260005000017,IL
260005000021,IL
260005000022,IL
260005000023,IL
260005000024,IL
5605230001,IL
5605240001,IL
260005000052,IL
260005000044,IL
1505000196,IL
1505000018,IL
260005000168,IL
1505000825,IL
1505000567,IL
1505901430,IL
1505901423,IL
1505901424,IL
5105640001,IL
1505000005,IL
1505001138,IL
2605000011,IL
5605940001,IL
2605000008,IL
2605000007,IL
260005000193,IL
260005000169,IL
5605250001,IL
260005000119,IL
5105900001,IL
260005000073,IL
260005000074,IL
1505000506,IL
260005000213,IL
1505000760,IL
1505000285,IL
1505000422,IL
5105590150,IL
260005000050,IL
1505000508,IL
260005000200,IL
260005000051,IL
5105590160,IL
5105790001,IL
260005000120,IL
5605270001,IL
260005000148,IL
5605280001,IL
260005000124,IL
260005000123,IL
260005000122,IL
260005000090,IL
5105210001,IL
5605290001,IL
1505000476,IL
5605300001,IL
1505000091,IL
1505000092,IL
260005000121,IL
260005000158,IL
5105800002,IL
5105800003,IL
5105800001,IL
1505000534,IL
260005000170,IL
4005000001,IL
1505901505,IL
260005000125,IL
1505000530,IL
260005000172,IL
260005000126,IL
260005000127,IL
260005000103,IL
1505000873,IL
3905000016,IL
2605000006,IL
260005000128,IL
1505001086,IL
1505001087,IL
260005000138,IL
1505000381,IL
260005000149,IL
260005000077,IL
1505901491,IL
1505901492,IL
1505901493,IL
1505901494,IL
1505901495,IL
1505901496,IL
1505901497,IL
1505000854,IL
1505000855,IL
2605000001,IL
5105590330,IL
5605340001,IL
5105810001,IL
5105590340,IL
5105830001,IL
1505000830,IL
260005000078,IL
1505000876,IL
260005000012,IL
5105840001,IL
260005000173,IL
5105850001,IL
260005000174,IL
1505000373,IL
1505000391,IL
1505000392,IL
5605350001,IL
5605360001,IL
1505000803,IL
260005000079,IL
260005000139,IL
1505100548,IL
260005000175,IL
3905000033,IL
260005000201,IL
1505000513,IL
1505000817,IL
5605720001,IL
1505000562,IL
1505000935,IL
3905000034,IL
1505000874,IL
1505000421,IL
5105240001,IL
5105950069,IL
5105630001,IL
5105950050,IL
5105630002,IL
260005000045,IL
260005000080,IL
3905000017,IL
3905500001,IL
1505001097,IL
1505001095,IL
5605910001,IL
3905510001,IL
260005000202,IL
1505901477,IL
1505001260,IL
5605760001,IL
5605730001,IL
260005000182,IL
260005000203,IL
260005000047,IL
260005000150,IL
260005000081,IL
1505000579,IL
5605390001,IL
260005000130,IL
5105860001,IL
1505901383,IL
260005000083,IL
260005000176,IL
5105660001,IL
1505001139,IL
1505000516,IL
1505000384,IL
5105260002,IL
5105260007,IL
5105260008,IL
5105260003,IL
5105260001,IL
5105260005,IL
5105260006,IL
5105260004,IL
1505000584,IL
1505000377,IL
1505000378,IL
1505000379,IL
5105300001,IL
5105590391,IL
5105590390,IL
260005000085,IL
260005000133,IL
5105590350,IL
1505100518,IL
1505000518,IL
5105590120,IL
1505901469,IL
5105880001,IL
1505000095,IL
1505000096,IL
1505001101,IL
1505001102,IL
1505001103,IL
260005000084,IL
1505901346,IL
1505901347,IL
1505901348,IL
1505901349,IL
1505901350,IL
1505901351,IL
1505901352,IL
260005000075,IL
260005000131,IL
260005000132,IL
260005000134,IL
5105590130,IL
1505000126,IL
1505000127,IL
1505000545,IL
260005000177,IL
260005000204,IL
260005000205,IL
260005000206,IL
260005000094,IL
1505000918,IL
1505000916,IL
1505001077,IL
1505000911,IL
1505000912,IL
1505000913,IL
1505000914,IL
1505000919,IL
1505000917,IL
260005000159,IL
5105590410,IL
1505000837,IL
1505100837,IL
260005000151,IL
260005000135,IL
260005000086,IL
260005000136,IL
260005000137,IL
260005000178,IL
5605440001,IL
260005000091,IL
260005000092,IL
260005000179,IL
260005000001,IL
260005000008,IL
260005000035,IL
260005000036,IL
260005000037,IL
260005000038,IL
260005000039,IL
5605490001,IL
260005000207,IL
1505000791,IL
5605450001,IL
1505000021,IL
260005000211,IL
1505001131,IL
1505001105,IL
1505001153,IL
1505001149,IL
1505001152,IL
1505001154,IL
260005000209,IL
260005000180,IL
5605740001,IL
260005000140,IL
260005000152,IL
260005000208,IL
1505000380,IL
1505000386,IL
1505000389,IL
1505000388,IL
260005000141,IL
1505001068,IL
1505001069,IL
260005000087,IL
260005000007,IL
260005000016,IL
260005000032,IL
260005000010,IL
260005000011,IL
260005000020,IL
260005000018,IL
260005000014,IL
260005000015,IL
260005000019,IL
260005000033,IL
260005000030,IL
260005000031,IL
260005000028,IL
260005000029,IL
5605460001,IL
5605470003,IL
5605470001,IL
5605470002,IL
260005000089,IL
5105590210,IL
5105800030,IL
5605030001,IL
5105100001,IL
5605140001,IL
5605180001,IL
4005000001,IL
5605910001,IL
5905000021,LA
5905000021,LA
5905000041,LA
1605995077,LA
300005009475,LA
1605995181,LA
300005009485,LA
1605882340,LA
1605995130,LA
5905000003,LA
4405000554,LA
300005009425,LA
5905000001,LA
300005009202,LA
300005009295,LA
5905000034,LA
300005009465,LA
300005009265,LA
1605202324,LA
300005009205,LA
1605255001,LA
1605255002,LA
1605995119,LA
5905000036,LA
4405000518,LA
300005009145,LA
300005009214,LA
300005009216,LA
5905000055,LA
1605882407,LA
5905000005,LA
300005009285,LA
1605205004,LA
1605995118,LA
1605234002,LA
300005009520,LA
300005009500,LA
300005009510,LA
5905000006,LA
5905000010,LA
4405000506,LA
1605995091,LA
1605885385,LA
1605995098,LA
300005009125,LA
5905000009,LA
300005009222,LA
300005009355,LA
300005009290,LA
300005009320,LA
300005009540,LA
300005009420,LA
5905000037,LA
300005009350,LA
300005009495,LA
300005009132,LA
1605995132,LA
300005009565,LA
300005009175,LA
300005009170,LA
300005009615,LA
1605255011,LA
1605255020,LA
1605255021,LA
1605255022,LA
1605255023,LA
1605255024,LA
1605255025,LA
1605255026,LA
1605255027,LA
1605255028,LA
1605255029,LA
1605255012,LA
1605255030,LA
1605255031,LA
1605255032,LA
1605255033,LA
1605255034,LA
1605255035,LA
1605255036,LA
1605255037,LA
1605255014,LA
1605255013,LA
1605255015,LA
1605255016,LA
1605255017,LA
1605255018,LA
1605255019,LA
300005009229,LA
