systemId,id,STATE
1805000827,1806000136,SD
1805000828,1806000137,SD
4705000159,4706000145,IA
4705000020,4706000111,IA
4705000018,4706000112,IA
1705000103,1706000309,NE
3605000052,3606000038,NE
4705000040,4706000021,MO
4705000144,4706000100,MO
4705000042,4706000152,MO
4705000029,4706000150,IA
4705000031,4706000149,IA
4705000032,4706000054,IA
4705000035,4706000077,IA
4705000033,4706000053,IA
4705000036,4706000076,IA
4705000034,4706000079,IA
4705000037,4706000075,IA
3605000020,3606000134,MO
3605000045,3606000018,KS
4705000151,4706000081,NE
4705000148,4706000074,NE
4705000149,4706000087,NE
4705000150,4706000097,NE
4705000147,4706000080,NE
4705000152,4706000089,NE
4705000146,4706000088,NE
4705000122,4706000133,NE
4705000008,4706000007,IA
4705000011,4706000010,IA
4705000012,4706000011,IA
4705000010,4706000009,IA
4705000009,4706000008,IA
4705000004,4706000003,IA
4705000001,4706000083,IA
4705000014,4706000013,IA
4705000007,4706000006,IA
4705000003,4706000002,IA
4705000002,4706000001,IA
4705000013,4706000012,IA
4705000016,4706000015,IA
4705000017,4706000016,IA
4705000015,4706000014,IA
4705000006,4706000005,IA
4705000005,4706000004,IA
1805000829,1806000088,MT
1805000836,1806000045,MT
1805000759,1806000174,SD
1805000761,1806000175,SD
3605000146,3606000152,MO
4705000070,4706000128,NE
4705000071,4706000129,NE
4705000049,4706000108,MT
1805000858,1806000089,MT
4705000101,4706000037,ND
4705000100,4706000036,ND
4705000099,4706000035,ND
3605000120,3606000027,KS
4705000158,4706000144,ND
3605000027,3606000043,KS
4705000057,4706000130,NE
1805000010,1806000140,SD
1805001306,1806000209,ND
3605000046,3606000144,MO
3605000098,3606000044,MO
3605000221,3606000233,MO
3605000097,3606000000,MO
3605000025,3606000004,MO
3605000219,3606000231,MO
3605000141,3606000005,MO
3605000063,3606000006,KS
3605000024,3606000007,MO
3605000006,3606000008,MO
3605000139,3606000010,MO
3605000094,3606000011,KS
3605000079,3606000012,MO
3605000218,3606000230,MO
3605000140,3606000013,MO
3605000138,3606000015,KS
3605000009,3606000220,NE
