systemId,huc8
1105000028,01100005
4305000001,01010004
4305000003,01090003
1105000077,01100006
1105200078,01100006
1105000060,01090001
4305000004,01080204
4305000005,01080204
4305000005,01080201
4305000006,01080204
4305000006,01080201
4305000007,01060003
4305000010,01080205
4305000011,01080205
4305000012,01080201
4305000013,01080201
4305000014,01080201
4305000015,01080201
4305000016,01080201
4305000016,01080206
4305000008,01080201
4305000008,01080205
4305000009,01080201
4305000017,01100005
4305000018,01100005
4305000019,01070001
1105100066,01060003
4305000020,01090004
1105000089,01080201
1105100038,01080201
1105200038,01080201
1105200044,01080201
4305000022,01080206
1105000045,01090003
4305000023,01090003
4305000024,01090003
1105000051,01080202
4305000026,01070006
4305000025,01070006
4305000027,01070006
4305000027,01070004
4305000029,01080201
4305000028,01080201
4305000028,01080205
4305000030,01080204
4305000031,01080204
4305000032,01080205
4305000033,01100005
4305000035,01100005
4305000034,01100005
4305000036,01100005
4305000037,01100005
4305000038,01100005
4305000039,01090001
4305000040,01090002
4305000041,01100006
4305000042,01100007
4505000019,01100006
4505000020,01100006
4305000043,01020005
4305000044,01080204
4305000046,01010003
4305000046,01010008
4305000047,01030003
4305000048,01030003
4305000049,01100003
4305000050,01090001
1105000067,01090004
1105000072,01080205
1105000015,01080205
4305000051,01100006
4305000051,02030203
4305000052,01070005
4305000053,01090001
4305000054,01090003
4305000055,01090003
1105000068,01090004
1105000001,01070001
4305000058,01100004
4305000059,01100004
1105000055,01080204
1105000009,01080206
1105000019,01090003
4305000061,01080202
1105300080,02020003
4505000037,02020003
4505000001,02020003
4505000002,02020003
4505000003,02020003
4505000004,02020003
2305260001,02050107
2305150001,02070010
2305150003,02070010
4805000001,02040106
1305000136,02040106
1305000345,02070010
4505000005,02030101
2305150002,02070010
2305150004,02070010
2305370001,02050105
2305370001,02050103
2305540001,02040303
2305030001,02050105
2305480001,02070002
2305040001,02050105
4505000006,02020003
4805000003,02040106
2305020001,02070010
2305180001,02070002
2305020002,02070010
500005000002,02050107
500005000002,02050107
4605000004,02080202
2305350001,02050206
1305400010,02070010
4805000004,02040202
2305600003,02050201
2305600004,02050201
4805000005,02040202
2305290002,02060006
2305020003,02070010
2305090001,02050105
2305100001,02070002
2305400001,02050107
4805000006,02040101
1205000253,02020004
2305410001,02050107
2305050001,02070002
4805000008,02040102
2305160001,02050102
4805000009,02040104
4805000010,02040104
4505000008,02030104
4505000009,02030104
4505000010,02030104
4505000007,02030104
2305110001,02050104
500005000006,02050202
2305130001,02050103
1205000023,02050103
2305420001,02050303
2305140001,02070010
2305430001,02050205
2305430002,02050205
2305440001,02050105
2305440001,02050104
4505000011,02020004
4505000012,02030104
4505000013,02020004
4505000014,02020003
1205000092,02050104
2305520001,02050107
1305000004,02050204
2305470001,02050302
2305020004,02070010
2305490002,02050201
2305490001,02050201
1305000581,02050201
2305130002,02050103
1205000032,02050103
4805000002,02040106
2305330001,02050107
4505000015,02020006
2305180002,02070002
500005000024,02050107
2305520003,02050107
2305500001,02050104
2305500001,02050104
1205000104,02050105
2305190001,02050102
2305200001,02050204
2305200001,02050203
2305530001,02050107
2305530002,02050107
2305530003,02050107
2305530004,02050107
2305530006,02050107
2305530005,02050107
4805000013,02040105
2305610001,02050301
4505000016,02020007
4505000017,02020007
4505000018,02020007
2305220001,02050103
4605000001,02080208
1105100081,02020003
1105200081,02020003
1105300081,02020003
4505000032,02020003
4505000030,02020003
4505000031,02020003
4505000029,02020003
4505000034,02020003
4505000033,02020003
2305010001,02050104
2305080001,02050104
2305120001,02050105
2305170002,02050104
2305210001,02070001
2305250001,02070001
2305060001,02050101
2305060001,02050102
2305170003,02050104
2305320001,02050206
2305060003,02050103
2305060003,02050102
2305170001,02050104
2305320002,02050206
4505000036,02030104
2305230001,02050107
2305240001,02050102
2305090002,02050105
2305550001,02050201
2305550002,02050201
1205000048,02020004
2305560001,02050201
2305560002,02050201
4505000028,02020008
2305360001,02050107
2305330002,02050107
2305380001,02050201
4505000027,02030104
500005000001,02050206
4505000021,02030104
4605000002,02080205
4605000002,02080206
4605000007,02080205
4605000007,02080206
2305100002,02070002
1205000103,02050105
4505000022,02020007
4505000023,02020007
4505000024,02020004
4505000025,02030104
4505000026,02030104
2305570001,02050103
4605000005,02080203
1305000508,02050107
4305000049,01100003
500005000013,02050202
2305010002,02050104
2305060002,02050101
2305060002,02050103
2305080002,02050104
2305090003,02050105
2305120002,02050105
2305210002,02070001
2305250002,02070001
2305270001,02050107
2305270002,02050107
2305320003,02050206
2305170004,02050104
2305170005,02050104
4305000051,01100006
4305000051,02030203
4805000015,02040104
2305280001,02050107
2305280001,02050301
2305380003,02050201
2305580001,02050104
1305000617,02050104
1205000211,02050105
1205000211,04140201
1205000245,02020004
2305130003,02050103
4605000006,02080108
4605000006,02040304
4605000006,02080108
4605000006,02040304
2305380002,02050201
4805000016,02040106
2305050002,02070002
2305100003,02070002
2305160002,02050102
2305170006,02050104
2305310001,02050102
2305600001,02050107
2305330003,02050107
2305480002,02070002
2305340005,02050306
2305340003,02050306
2305340001,02050306
2305340002,02050306
2305340007,02050306
2305340008,02050306
2305340006,02050306
2305340004,02050306
3405000090,03090206
3405000090,03090202
5405000001,03060106
1405000063,03180002
3405000107,03090103
6105007001,03030006
4105000003,03150106
1305000626,03010103
6105002001,03010104
3405000057,03090206
3405000057,03090202
6105001001,03020102
3405000039,03090202
3405000095,03090202
3405000007,03090206
3405000007,03090202
3405000006,03090206
3405000006,03090202
3405000016,03090206
3405000016,03090202
3405000015,03090206
3405000015,03090202
3405000014,03090206
3405000014,03090202
5905000015,03180002
4105000004,03140202
4105000005,03140202
4105000005,03140201
5905000002,03180002
3405000017,03080101
3405000108,03090202
3405000041,03090202
3405000041,03090201
3405000042,03090202
3405000020,03080102
3405000036,03090202
3405000036,03090205
3405000036,03090201
3405000050,03090206
3405000050,03090202
3405000050,03090204
3405000051,03090206
3405000076,03090206
3405000076,03090202
3405000102,03090202
3405000053,03090202
3405000053,03090204
3405000106,03090206
3405000106,03090202
3405000030,03090205
3405000032,03090101
3405000032,03090103
3405000032,03090201
3405000033,03090103
3405000033,03090201
3405000034,03090103
3405000034,03090201
3405000035,03090101
3405000035,03090201
3405000035,03090102
3405000031,03090206
3405000031,03090201
3405000031,03090102
3405000044,03090206
3405000044,03090201
3405000045,03090206
3405000045,03090201
3405000038,03090206
3405000038,03090202
3405000038,03090201
390005000001,03040203
5405000002,03070103
4105000002,03130006
6105003001,03040101
3405000063,03090101
3405000063,03090103
3405000043,03090202
3405000043,03090205
3405000043,03090201
4105000006,03160112
3405000067,03090201
3405000067,03090102
6105009001,03020104
6105009002,03020104
6105009003,03020104
6105009004,03020104
6105011001,03010205
6105005003,03040101
4105000001,03150201
6105006001,03020103
6105005002,03040101
6105005001,03040101
6105010001,03010101
6105004001,03010101
1405000036,03150105
4105000007,03150105
4105000007,03150103
3405000121,03090206
3405000122,03090206
3405000115,03090101
3405000117,03090101
3405000114,03090101
3405000072,03090101
3405000113,03090101
3405000113,03090103
3405000065,03090103
3405000073,03090101
3405000073,03090103
3405000118,03090206
3405000119,03090206
3405000110,03090202
3405000126,03090202
3405000111,03090202
3405000047,03090202
3405000046,03090202
3405000079,03090201
3405000079,03090102
3405000001,03080101
3405000010,03080203
3405000010,03080101
3405000052,03090206
3405000052,03090202
3405000055,03090202
3405000056,03090202
3405000037,03090202
3405000037,03090205
6105008001,03030006
6105008001,03030005
3405000064,03090103
2305040001,02050105
2705000001,04050003
2705000002,04050003
2405000001,04100011
2405000001,04260000
2405000002,04120103
340005099012,04100013
340005099013,04100013
2405000014,04140201
2405000014,04140201
2405000014,04140201
2405000015,04140201
2405000003,04120103
2405000004,04120103
2405000031,04120103
2405000005,04120103
2405000006,04140201
2405000006,04140201
2405000007,04140201
1205000258,04300101
340005099004,04260000
340005099004,04100001
2405000008,04140201
2405000030,04130002
2405000009,04260000
2405000009,04110003
2405000010,04270101
340005099001,04260000
340005099001,04100001
340005099001,04260000
340005099001,04100001
340005099001,04260000
340005099001,04100001
340005099001,04260000
340005099001,04100001
340005099001,04260000
340005099001,04100001
2405000011,04110003
2705000019,04080204
2705000017,04100004
2705000017,04100005
2705000017,04100003
2705000016,04100005
2705000016,04100003
2705000018,04100004
2705000007,04080205
2605000003,04040001
2605000003,04040001
2605000003,04040001
2605000003,04040001
2605000003,04040001
2405000024,04130002
2405000025,04130002
340005099006,04100001
2605000009,07120003
2605000009,04040001
340005099008,04080103
340005099008,04240002
1505000058,04240002
1505000242,04080103
2405000021,04260000
2405000021,04100010
340005099014,04260000
340005099014,04100001
2605000002,04040001
2405000020,04260000
2405000020,04100001
2405000018,04140201
2405000019,04140201
2705000006,04050001
2405000026,04100011
2405000026,04260000
2405000012,04100011
2405000013,04100011
2405000028,04270101
2405000022,04270101
2405000029,04270101
2705000010,04080103
2705000010,04240002
2705000011,04080103
340005099017,04080203
340005099016,04080203
2405000023,04100009
2705000020,04080204
2705000022,04080204
2405000027,04100011
3905540001,05120201
3305000027,05070201
3305000001,05090103
3305000002,05090103
4205000006,05130101
4905000064,05030106
3905460001,05120111
4905000032,05020006
3905000002,05120111
3905000002,05120113
3905000002,05120202
4905000033,05010005
4905000066,05010005
4905000034,05010005
3905000041,05140206
3905440001,05140206
3905440001,07140108
3905000022,05140201
3305000003,05070204
3305000003,05090103
1305000625,05030101
3305000004,05090101
3305000004,05090102
3305000004,05070204
3305000005,05060002
3305000005,05060003
3905000003,05090203
1505000042,05120108
4005000002,08010100
4005000002,08010100
4005000002,07140105
4005000002,07140105
4005000002,08020100
4005000002,08020100
4005000002,08020203
4005000002,08020203
4005000002,08020204
4005000002,08020204
4005000002,08020205
4005000002,08020205
4005000002,08010300
4005000002,08010300
4905000035,05020006
4905000036,05020006
4905000072,05010001
4905000037,05010001
3905000023,05100101
3905000023,05090203
4905000039,05030101
4905000040,05030101
3905000004,05090203
3905000005,05120105
3905520001,05090202
3905520002,05090202
3905520003,05090202
3905520004,05090202
3905520005,05090202
3905520006,05090202
4905000041,05010001
4905000007,05020001
3905000006,05120113
3905000006,05120112
4905000005,05010009
3905100001,05140201
3905100001,05140202
3905110001,05100205
4905000019,05030101
4905000023,05030101
3905000024,05120111
3905000025,05140203
4905000074,05020005
4905000044,05020006
4905000045,05020006
3905000026,05080003
4205000001,05130101
4205000002,05130101
3905000027,05140204
3905000009,05140201
3905530001,05080002
3905470001,05120111
3905100002,05140202
3905100003,05140202
3305000007,05090101
3305000007,05090102
3305000007,05070102
3305000006,05090101
3305000006,05070102
3905000010,05120201
3905550001,05120201
3305000009,05090103
3305000008,05090103
1505000946,05120111
3905480001,05120111
4905000046,05020005
3905000011,05140101
4905000006,05010005
4905000031,05010007
4905000029,05010007
4905000030,05010007
3905000012,05090203
3905000013,05140103
3905000040,05120113
3905000040,05120209
3905000042,05120202
3905000028,05140101
3905000028,05140102
3905000014,05120108
3905000015,05120111
3305000015,05040001
3305000014,05040001
3305000010,05070201
3305000016,05090201
3905490001,05120202
4905000065,05020006
4905000049,05020006
4905000050,05020006
4905000051,05020006
4205000008,05130101
4205000009,05130101
4205000010,05130101
4005000001,05140206
4005000001,05140206
4005000001,05140206
4005000001,07140108
4005000001,07140108
4005000001,07140108
4005000001,07140105
4005000001,07140105
4005000001,07140105
3905000016,05120113
3905270002,05120201
3905270001,05120201
3905270003,05120201
3905270004,05120201
4905000054,05010007
4905000053,05010007
4905000067,05010007
4205000011,05130202
3905000030,05140101
4905000056,05010009
3305000018,05040006
3905000031,05100101
3905000031,05090203
4905000008,05010001
4905000010,05010001
3905000032,05140206
3905000032,06040006
3305000019,05030203
3305000019,05030202
3305000020,05070203
4205000004,05130101
4205000005,05130101
3305000021,05030202
3305000021,05050008
3305000022,05090103
3305000022,05060002
4905000011,05010001
4905000012,05010001
3305000023,05070203
1305000548,05010006
1305000551,05010006
1305000551,05010006
1305000551,05010006
4905000014,05010006
4905000013,05010006
3905000033,05140206
3905000033,05140203
4905000057,05010006
1505000935,05120113
3905000034,05120113
4905000058,05020006
3305000024,05040004
3905000017,05140203
3905000018,05120205
3305000026,05090103
3905500001,05120111
3905500001,05120112
4905000016,05010001
4905000015,05010001
4905000017,05010001
1305000574,05010009
4905000059,05010009
3905110002,05100205
3905000035,05140205
3905000036,05140102
3905000044,05140201
3905000020,05140201
3905000037,05120111
3905000038,05140202
1505000057,05040001
1505000802,05040001
1505000852,05040001
4905000060,05010007
4905000061,05010007
4905000062,05010001
1305000623,05030101
4905000077,05030101
4905000003,05030101
3305000028,05060001
3905000021,05120111
3305000012,05070201
4205000007,05130101
3305000013,05070201
4905000004,05010007
4905000063,05010007
3905000032,05140206
3905000032,06040006
260005000153,07130009
5105950070,07080208
5105590225,07080101
5105590220,07080101
5105950071,07100008
5105500001,07130003
5105500002,07130003
260005000055,07130005
5105010001,07080101
260005000210,07130008
260005000143,07130006
5105020001,07080101
5605320001,07140105
5605320001,07140106
5105510001,07130003
1805000830,07020001
1805000830,07020001
5605010001,07130011
260005000097,07130004
5705000001,07010104
5605700001,07130011
5605030001,07140105
5605030001,07140105
5605540001,07110004
5605540001,07110008
5105030001,07080104
2605000004,04040001
260005000060,07130005
260005000059,07130005
3905440001,05140206
3905440001,07140108
5105040001,07110001
260005000099,07130004
5105590200,07060006
260005000100,07130004
4005000005,08020203
4005000005,08020204
4005000005,07140107
5105520001,07080205
5105590360,07130008
5605920001,07140101
1505000413,07080101
1505000045,07010206
1505000046,07030005
260005000145,07130006
260005000065,07130005
260005000062,07130005
5105590100,07130008
5105050001,07080101
5105050002,07080101
5105530001,07130003
4005000002,08010100
4005000002,08010100
4005000002,07140105
4005000002,07140105
4005000002,08020100
4005000002,08020100
4005000002,08020203
4005000002,08020203
4005000002,08020204
4005000002,08020204
4005000002,08020205
4005000002,08020205
4005000002,08010300
4005000002,08010300
260005000101,07130004
5605090001,07130011
5105540001,07130003
5105540001,07130010
5105950075,07080101
5105870001,07090006
5105870002,07090006
5105060001,07110001
5105060001,07100009
5105550001,07100008
5105550001,07100004
5105550002,07100006
5105550002,07100004
5105550003,07100008
5105550003,07100006
5105550005,07100006
260005000067,07130003
5105080001,07080101
5105090001,07060005
5105560001,07130003
5105100001,07080101
5105100001,07080101
5105100001,07090005
5105100001,07090005
5105570001,07130003
5105570001,07130001
1505000908,07130001
5105580003,07130001
5105580004,07130001
5105580002,07130001
5105580001,07130001
5105580006,07130003
5105580006,07130001
5105590140,07130005
5605140001,07130011
5605140001,07130011
5605140001,07130012
5605140001,07130012
5105590180,07060004
5105590001,07060004
5605150001,07110004
5105110001,07110001
5105110001,07110003
5105110001,07110002
5105950078,07130003
5105950078,07130008
2605000016,07120004
5105120001,07080101
