systemId,yearCons,length_km_wrong,areaSquare_km2
1105000028,1973.0,7.304056273690643,0.004209070073134234
4305000003,1971.0,0.743785514578452,0.07982247573023238
1105000077,1969.0,0.28426614875412703,0.013917274521989048
1105200078,1960.0,1.0690563398501014,0.004811883707384999
1105000060,1963.0,3.983313579466689,0.013896313066064016
4305000004,1965.0,0.6841450074173457,0.24458014558045169
4305000007,1956.0,1.4726090097307802,0.12398626103776803
4305000014,1950.0,0.6500788901150579,0.8188638454522269
4305000015,1950.0,1.6479861793815578,1.915846599532445
4305000016,1950.0,11.23930758318214,4.2221268667299805
4305000017,1958.0,16.730118983236185,0.08561752957144887
4305000018,1958.0,2.1426653807317213,0.05250231704712141
4305000019,1960.0,12.727044132114203,0.10561471612837299
1105100066,1955.0,53.00696215970026,0.15489014884864122
4305000020,1966.0,13.974532109639966,2.8904175594912083
1105100038,1950.0,10.852607056801208,0.02491722718095692
1105200038,1950.0,26.303149763971316,0.006122990238102543
4305000022,1984.0,26.88555041946131,0.48976339112422723
1105000045,1960.0,4.808408605581542,0.003343253705736317
4305000023,1967.0,3.8618733184798386,0.5071039407731582
4305000024,1967.0,3.2170493216919764,0.17491326128440696
1105000051,1965.0,2.104874556213401,0.004699431590137264
4305000027,1948.0,17.218052287990535,0.48779272386452566
4305000030,1960.0,2.532537791170961,0.14520026553556178
4305000031,1960.0,4.560072606061795,0.044230452764883084
4305000032,1958.0,0.6395176300355095,0.8102661259836907
4305000033,1973.0,8.999281273837989,0.9171408928761241
4305000035,1973.0,7.121174861319566,0.5551431440142214
4305000034,1961.0,0.6975181141108545,0.26800440980265855
4305000036,1958.0,6.197384354707546,0.10343785714426793
4305000037,1973.0,2.3337696644318147,0.07614717444631429
4305000038,1958.0,4.529534066078456,0.0446551866997675
4305000039,1963.0,55.15093405613718,0.07541403516312005
4305000040,1966.0,1.1857625736070743,8.070756342158342
4305000041,1951.0,2.5899665262086327,0.10241795985399114
4305000042,1963.0,1.2502570216480502,0.1137326857274405
4505000019,1961.0,15.663568972649145,0.018226111722664407
4505000020,1961.0,8.264090505281823,0.04418616002706624
4305000043,1976.0,6.975341533863264,0.03194294791112471
4305000044,1963.0,4.225529954822354,0.05353080058612948
4305000046,1977.0,5.271129232634109,0.17211753401615024
4305000047,1983.0,1.8684722245124719,0.09791575671274046
4305000048,1983.0,4.022540282205698,0.025011487948473722
4305000049,1985.0,1.5337876419075869,0.14940397244784756
4305000049,1985.0,9.794985221592167,0.14940397244784756
4305000050,1975.0,72.86194393057818,1.0364645364529474
1105000067,1976.0,4.550366873350911,0.0584894254736834
1105000072,1976.0,7.990860590969305,0.19217449774073142
1105000015,1948.0,6.971125826270122,0.03302430957256946
4305000051,1969.0,3.2777390894723597,2.4983735477153224
4305000051,1969.0,1.023328011349043,2.4983735477153224
4305000052,1979.0,6.787352526949798,0.07290080015208504
4305000054,1967.0,1.3288086439575957,0.2040433241700815
4305000055,1967.0,3.532393569928257,0.1593699941555062
1105000068,1965.0,1.9078433253785998,0.06412675052390289
4305000058,1993.0,0.727874367098902,0.03959581896045774
4305000059,1993.0,1.4066085477226264,0.03605864766785918
1105000055,1963.0,1.335752250178987,0.07130169528388247
1105000019,1960.0,3.0199834970540795,0.0025920465677899676
