Levee_year,k_levee_1,p_levee_1,k_county_1,p_county_1,k_levee_2,p_levee_2,k_county_2,p_county_2
1948.0,3.482884821345621,1.4279748937142337e-08,132.93568970577678,7.994695361724298e-15,8.71565032873307,2.7683408435152943e-13,172.75784844984685,3.127251209891794e-17
1949.0,3.370054709553429,1.6721260169714944e-08,84.85593153455267,9.286792821008158e-14,8.53948794879355,5.693632536016275e-14,125.08171216240089,3.3621770568419127e-18
1950.0,8.833536741697671,1.2964786270718917e-08,127.03789288909138,4.3463732527198264e-12,18.675307327033707,8.271791929096114e-17,181.66063092868035,6.305204285517818e-18
1951.0,8.812925505389913,8.213154463201835e-09,118.7336559820476,1.4167633112380358e-10,18.599264905908647,2.561297763443437e-16,180.13790626597483,9.539591555866776e-19
1952.0,9.684426860278421,2.3670417986121054e-09,107.44149885260299,2.064109322178643e-10,19.398164689098536,2.1047349529122994e-15,165.7562637479516,6.079344194563469e-19
1953.0,7.133756585762974,1.0536599444014155e-08,110.48663413653497,3.728073403451262e-10,13.006659203803682,8.330533578597949e-15,140.49910575755155,2.0115136635866594e-15
1954.0,8.439928742838099,6.567422381453895e-09,155.39845656135827,1.213426335068948e-10,15.041432810521684,1.57753876923521e-18,173.77338004831284,1.7038428408588335e-12
1955.0,4.0121902961406875,2.1336071680009504e-08,125.69538254088229,1.0030387845891447e-10,7.697565581580452,4.743669290449719e-16,132.73519640546942,3.74220331749109e-12
1956.0,3.9798896748542525,1.5716663387184057e-08,155.6909651356869,9.64003103725416e-12,7.3429897672987465,1.3423063023134653e-15,137.18344915759405,2.8824250619885944e-11
1957.0,3.921014271615796,3.777252171996935e-08,193.94326065099517,3.989549629686038e-13,8.224902205076841,3.779980877345077e-14,176.10760176180838,6.9320270310832965e-12
1958.0,4.801150864583384,3.972871783510914e-09,212.00763387547306,4.71648076028746e-16,9.065560730057825,1.7980809249977767e-14,185.20850711212233,1.1729424061121723e-12
1959.0,3.601483920547828,1.5715041087251127e-09,242.20267531074535,8.213976449712813e-15,6.480723944373548,1.6428761085248553e-12,208.63610111961555,8.587473384237598e-11
1960.0,3.135000350431156,4.494745705441329e-12,267.1569391648038,4.609133776478133e-14,3.9834770078377666,2.4191236325288817e-11,227.32920076603784,2.455827297054819e-10
1961.0,3.193339677995862,8.798728731491746e-12,250.74478884513985,2.7494732592006473e-13,4.025061131365497,7.400011800799058e-11,228.7400225677253,1.2214240404914014e-09
1962.0,3.320195287858935,3.756906651759045e-12,262.2195805475826,4.171718354358801e-13,3.641935500902507,6.347971529558848e-10,244.9536591677986,3.7193641581406103e-09
1963.0,2.583377415228581,2.0659111474153306e-13,243.98601951850208,2.3733973839196445e-12,2.8336657843264845,4.731602163970868e-10,231.23815038184307,1.7268766448243093e-09
1964.0,2.236878846423746,5.859201428907007e-11,192.8131321972087,7.296885537368126e-13,2.64156214335741,2.496740576966857e-10,205.45208347264509,1.5189910372872665e-10
1965.0,5.260901235656338,5.734840867596273e-10,197.7245135750419,4.136987284522515e-12,6.404551569164859,3.134309435536741e-12,222.65547151456997,2.0674288230407023e-12
1966.0,5.416883326270934,4.1411096810234723e-10,197.33724615564347,2.9912940418259726e-12,7.0608609853997315,2.6601490774949504e-12,243.37562942054285,1.7630851769788064e-12
1967.0,4.583170466600748,4.599851218209245e-10,176.67498219063646,7.848659519800491e-12,13.488409820569,1.2573513279958129e-09,391.50581628772056,1.6705284487175743e-09
1968.0,4.363425177020471,2.867158589441599e-10,158.20339675551975,3.5065513709517028e-12,13.201145570014198,1.1167698931205291e-09,377.57576547263307,9.814476317063972e-10
1969.0,4.533125232497621,3.227334625393665e-10,133.252487282017,5.1273172638136465e-12,13.52009928737197,8.383744768375332e-10,343.44969538112366,1.9678791137142614e-09
1970.0,1.1275244945490934,9.012180371012974e-09,106.19963251681656,1.504189295822305e-11,9.75999044007794,5.378386687388223e-08,355.07277448408183,2.530795973587634e-09
1971.0,0.9448287099915049,6.297649888299671e-08,104.99703386308516,3.396782271778982e-10,9.346004347118456,8.20812346117476e-08,332.8017677054977,1.942466127364432e-09
1972.0,0.7695521341310316,4.931929750546282e-09,78.384986159297,1.0173967832074963e-08,1.3982321009380998,1.5522668575828257e-08,128.61979835598072,1.8922788531779874e-11
