year_diff,Levee_year,levee_urban,county_urban,levee_area,county_area
-10.0,1948,745.7091499529823,12207.593066940146,45987.167,710189.3407890793
-10.0,1949,855.2047038428043,10288.80694085066,45943.679000000004,573882.505165765
-10.0,1950,927.9055708260172,12087.228981885288,48802.568,679268.8556417217
-10.0,1951,895.9629266390043,11085.320267581666,48698.84199999998,619625.7812113313
-10.0,1952,989.7637176824234,10656.869261624925,48198.80399999999,556692.6967398776
-10.0,1953,457.2048393244312,7079.736655683508,5298.277,382455.6618919367
-10.0,1954,342.07607495101445,6555.253334430747,9257.126,320114.4958263509
-10.0,1955,420.64882900724035,7436.382854656205,7591.231,295065.695522983
-10.0,1956,442.77407225078247,8617.10474005882,7655.646999999999,311262.01054603246
-10.0,1957,433.2332131433221,11028.380706810816,10272.952000000001,374759.3665886785
-10.0,1958,449.7010258751118,11635.721688232981,10497.328000000001,532980.3363889856
-10.0,1959,421.49202165258134,16079.051723352273,8049.308,662700.9738587027
-10.0,1960,295.95629547871033,15010.588318813072,7669.889000000001,656173.0758363014
-10.0,1961,307.8516695464157,16623.663909156858,7909.259,695725.0819723236
-10.0,1962,238.06158564359004,16221.279172603863,6034.744999999999,852111.6760836709
-10.0,1963,225.1425407089203,16547.37509556602,5084.523000000001,763289.6096648175
-10.0,1964,185.2185722365806,12399.067550577754,5676.846,670155.1256795649
-10.0,1965,336.5305052030456,14564.007537942054,26595.319,709046.7798481067
-10.0,1966,393.1684001696675,14075.208118017976,27259.947999999997,752077.5689347541
-10.0,1967,369.63889489707884,14428.12434111198,26494.513,640106.7952577863
-10.0,1968,356.5039959859521,13622.08895709549,26339.969999999994,528926.8873624329
-10.0,1969,338.1182565157842,12599.541963167185,23542.651999999995,533576.8012819057
-10.0,1970,195.81871373289226,9733.312216831539,2025.769,501595.1488899725
-10.0,1971,135.63981413949233,9940.173187540408,1201.268,540771.9041802699
-10.0,1972,106.37613741595699,7924.79804796927,1132.393,415536.22338910744
-10.0,1973,96.82086666164469,7040.732468189919,1110.9769999999999,413275.2361372352
-10.0,1974,108.50192054684369,7087.730614451529,1318.3499999999997,340987.36605309544
-10.0,1975,125.22829061602107,7480.7514053581,1313.928,319285.6426305267
-10.0,1976,107.42580208023031,5924.980515116573,1611.006,208033.41821365384
-10.0,1977,112.71372640770738,5503.095304825118,1458.889,244902.4930070665
-10.0,1978,115.78109068036159,4973.917188040318,1430.4629999999997,270841.4903907816
-10.0,1979,119.42614611216256,5710.189957730023,1050.7370000000003,298842.72646918875
-10.0,1980,195.15627219214994,6004.219811968786,1076.8680000000002,285121.08468427067
-10.0,1981,194.63530312779832,5954.766819586462,599.1320000000002,282023.7631283758
-10.0,1982,192.7842626527448,7136.5744252201985,621.8400000000001,238727.60578720126
-10.0,1983,192.6276494745329,8651.222878979746,656.0799999999998,252271.8486980597
-10.0,1984,179.74331750875925,7942.943297570299,469.30899999999997,231770.49299798228
-10.0,1985,103.2037500987809,7995.570344636395,456.61299999999994,217416.02381949787
-10.0,1986,98.23054956147581,7710.810582255613,477.7419999999999,193573.1098252369
-10.0,1987,92.66734035167545,5863.281630116713,400.654,177257.64974685997
-10.0,1988,104.89376175616574,5854.182832281392,360.0320000000001,139238.43045212497
-10.0,1989,97.6718020225413,6355.337194439288,488.92499999999995,148210.0035138358
-10.0,1990,51.627757248298444,5753.601415397947,280.81,141364.5256206705
-10.0,1991,47.56499944726148,6255.526412573061,389.973,144931.05229839595
