Levee_year,k_levee_1,p_levee_1,k_county_1,p_county_1,k_levee_2,p_levee_2,k_county_2,p_county_2
1948,0.8283089219838526,1.677885477581213e-06,91.6377492824925,4.4307658857148886e-15,1.5406734935023518,3.472673015541632e-09,113.14284097913054,7.458073633523788e-14
1949,3.3470083769482812,5.156175939941556e-10,118.8219135664691,3.0656642810987763e-14,7.759452905075243,7.817988353555823e-14,170.06157226858033,6.900240228170387e-20
1950,11.767321245922105,3.781235028228578e-12,119.93539418515672,6.007332678450718e-13,15.985683298381645,1.740350310512893e-13,184.0318741245585,2.915224383958517e-20
1951,17.48467514001593,2.750006745760953e-11,145.37705170096694,1.3243039715229589e-11,27.86090062686347,7.415892117525318e-15,218.00734376389153,2.0300057088819282e-20
1952,14.876681774946977,3.455269312846748e-11,99.81172039948444,1.0640506896669815e-10,21.47730951831878,1.0037836179195615e-13,146.30275139228303,2.1314093466319823e-16
1953,7.166514467571261,7.0684504838403365e-09,82.47440667489923,3.481582104171913e-10,13.720514385047117,3.754349287351081e-15,116.33386331161057,1.4325607208261483e-18
1954,1.34407327657045,1.095470964068091e-10,75.30454660508366,7.230894297821382e-10,1.8608296704204097,2.338451463654384e-10,88.26024128609112,3.5259490597120276e-14
1955,2.8348769534904434,2.3039785005261275e-09,121.12114792937535,4.775508490656466e-11,4.518423785591981,2.4423576716438932e-14,121.67671987034254,7.456058590898904e-12
1956,2.9686064713320626,4.782746507534654e-07,127.18108935949851,1.1266855889895441e-10,6.346239020384289,9.333442642048673e-13,129.11442340059585,5.158372018608047e-11
1957,3.640919330721907,2.2013831549243255e-08,146.3521635753791,4.3506405197398013e-13,6.180343715053912,3.1871085119644237e-12,118.4888731485832,3.0964120525041897e-10
1958,2.857663649010828,6.507881398998364e-10,153.58013246051462,5.808243587602692e-15,5.0017374157195,3.910770771782237e-16,128.8206412650477,3.6160669430419257e-12
1959,2.79520453562297,8.942430754765576e-13,198.1267498045388,9.667544465199884e-16,3.3338327854049563,5.79713798827475e-12,160.75942945671625,1.5087450336630767e-11
1960,2.596993700609154,2.0983188480747132e-11,263.59407470832105,1.102247488839643e-13,3.7191801839211642,2.8239891035643314e-10,228.5733951962991,6.384730353171816e-10
1961,2.2719744357262783,6.241600033864288e-11,242.76480386098842,1.795788284666646e-13,2.1105363552102325,2.313694902475577e-09,205.77718551846715,3.2297022646057572e-09
1962,1.6672129501032966,2.1361567874429599e-10,216.80265233444266,3.0283558990178033e-13,1.1354509512449944,2.1635690033535571e-07,186.53578012658602,1.983868076664555e-09
1963,2.080337925932147,6.380214369656265e-11,153.5095251837546,3.6719673232043804e-14,2.098995990030362,2.110808293749008e-09,155.33664606723653,2.229688447831684e-09
1964,1.8255678657987957,2.754835625427706e-10,155.1728658635127,1.0680012969310994e-12,2.214539847812304,8.583059781369557e-09,156.4217217924919,3.8224864731547433e-10
1965,1.5380147241596216,6.302616149248911e-10,159.49310440056684,2.113985668246851e-12,2.2761213788115544,1.472495282350737e-09,180.95990581584817,3.724708752458845e-11
1966,4.0862352572942875,3.646175694172218e-09,148.16114089272867,9.475949315506874e-12,4.797631350543558,2.6355087858737655e-10,172.60163252214193,1.3181123007465409e-11
1967,4.171499283412942,1.4064838961921964e-09,135.54660626452403,1.4391841602795866e-12,5.21328431051197,3.419553433240831e-10,184.70057007734647,2.7037546432000696e-12
1968,4.781632836998568,6.905943971726856e-11,142.9169452749735,1.0683194672618308e-11,14.782049013544562,8.842877405925362e-10,432.13925477693533,6.736063628553604e-09
1969,1.269758734415987,1.246123104999883e-08,106.34793175034406,8.210873714198274e-12,10.822666467691548,5.2728823950315395e-08,386.22057972778066,2.583609454758318e-08
1970,1.1710742576614042,3.129531286508271e-08,88.03605736224057,6.981229940620666e-12,10.620733068690932,6.371777606843474e-08,351.1469141346987,3.636479904032236e-08
1971,0.5834958367916458,9.677295319071952e-09,52.90322006717875,2.9519205953874387e-09,1.0445392427797726,4.323355497774185e-09,105.00199145524238,1.8311703816595396e-11
1972,0.6785915594235812,3.499184763769309e-08,74.81246300496741,5.881178837897768e-08,1.2847745536750663,1.2806390437069253e-08,116.56419180215829,5.342788522581064e-12
1973,0.37752205486270984,2.9481275925015662e-06,87.10837072925551,2.2711287797291308e-08,0.6608059221621705,4.963706393364726e-08,113.88118241984438,2.503430562949401e-11
1974,0.21956652245582697,8.936865987826798e-07,86.509835250138,4.867450959887141e-09,0.45658060573936643,3.0123966580401894e-07,59.05444326763222,3.5135010956586804e-12
1975,0.6752537181143876,1.4591295534943134e-09,60.77797970812293,1.4366491282734857e-10,0.5923588301601854,8.453337344566078e-08,35.321354047143245,3.4922606420065845e-10
1976,1.7043233764981753,2.6488462656978267e-09,55.254695939263655,5.156436633133664e-12,1.537281196128136,3.7013467369804307e-09,36.616569964387224,4.2795125279350635e-11
1977,1.9661236316458517,1.0457897464004157e-08,65.25073550504618,2.2650462760731592e-13,1.5054144046034743,5.581277585292619e-09,44.82534486239757,1.9071908339614353e-11
1978,1.3476869568297207,2.707133683510019e-07,63.22966873663239,4.2504520784968534e-12,1.0155586986477019,1.6340422883793786e-09,42.01215730536512,6.806853217191442e-11
1979,0.515471794336325,3.408107544255873e-08,46.57558182349081,5.6196208825878884e-12,0.09488896425869786,1.7441572340570706e-06,29.858910858360588,2.257568856594564e-10
1980,1.3213055676043854,1.5825160348409018e-12,36.18033523239046,1.0925723477672624e-12,0.9484761886624655,2.516704861402469e-10,31.583195601491553,5.9621345566693966e-09
1981,1.8975843162574293,4.281599083220105e-12,33.816474598991476,2.753225338045982e-10,1.2311131245714186,2.8786470749903045e-10,32.04789204197186,4.818480647408353e-09
1982,1.7616946244702625,1.0858171567259617e-10,50.65758293648969,5.5861289167259445e-09,1.225160891278966,6.207504744879731e-10,59.21419723512872,7.337912685008109e-10
1983,1.0679468639247034,8.285440528791681e-09,57.77004425737482,1.9551472174798966e-10,0.6710352462249531,3.48418263458297e-06,86.2452537369229,7.257436282767788e-11
1984,0.5801919297357085,2.3744344372380398e-08,66.84603049374704,1.7208547318836685e-10,0.6712133481928793,1.3072369886109543e-07,111.75167823244266,2.0487134428282137e-11
1985,0.6483873406862521,2.481377763123329e-08,54.8109818460793,4.3109575480124436e-12,0.9423740717300086,3.960398179691504e-08,100.95056946703448,8.716313258601385e-14
1986,0.419981453919986,1.695169857988997e-07,47.56282580645177,3.5772940345224495e-11,0.6720856865584093,1.642726472841148e-08,80.25843923305337,1.1827384821777588e-11
1987,0.3144901765339636,6.568746235703654e-07,30.893831669500116,3.0408492126634195e-13,0.4517897136239375,4.1476096690597166e-10,53.05997347469514,4.388111655009574e-12
1988,0.20974391230924017,6.543097951261616e-06,22.43363737485913,1.4859171335865612e-12,0.1623285918003079,5.651928345127759e-06,36.52841039530517,3.4601235889997624e-09
1989,0.22370232997350703,6.937498669813945e-07,27.67209458178516,3.35402250764186e-09,0.34781732926631914,3.84275665643086e-09,25.219048405469664,1.3885821984221686e-08
1990,0.3414494594440409,2.399034899514257e-07,33.74897265596178,1.587165794099498e-08,0.2969923936123675,1.0042970302328478e-09,44.85596657101303,3.159790835539088e-11
1991,0.372430335759681,1.275776918317371e-07,44.1801915290028,8.206321489170397e-09,0.3251378481578229,3.6534824087895898e-09,57.04368928379881,3.150697553366882e-11
