huc8,k_levee_1,p_levee_1,k_county_1,p_county_1,k_levee_2,p_levee_2,k_county_2,p_county_2
1010003,8.673617379884035e-18,1.0,2.4434755068503637,7.717131345159674e-10,8.673617379884035e-18,1.0,1.5306285108017885,1.3803707665701266e-11
1010008,8.673617379884035e-18,1.0,2.4434755068503637,7.717131345159674e-10,8.673617379884035e-18,1.0,1.5306285108017885,1.3803707665701266e-11
1030003,0.0,,0.4950442146408709,7.763046753273508e-09,0.0,,0.6158698492777765,5.8696422406138256e-08
1060003,0.0,,7.380508679507664,4.773301763327636e-10,0.01878787878787879,0.0010528257933665396,5.664493513588786,1.25755193020948e-10
1070004,1.3877787807814457e-17,0.017774059591226733,1.797834956228351,5.954538289302118e-11,1.3877787807814457e-17,0.017774059591226733,3.1059710292876987,8.429361543984786e-11
1070005,1.734723475976807e-18,0.04973556311940205,1.8669094594842868,3.027268769024534e-07,1.734723475976807e-18,0.04973556311940205,1.3114934836044547,1.8742978020579838e-11
1070006,1.3877787807814457e-17,0.017774059591226733,1.797834956228351,5.954538289302118e-11,1.3877787807814457e-17,0.017774059591226733,3.1059710292876987,8.429361543984786e-11
1080201,1.1102230246251565e-16,0.04973556311940205,15.396508660459268,4.785989210074903e-09,1.1102230246251565e-16,0.04973556311940205,16.46497392334183,3.45477992609965e-13
1080202,0.023821943573667723,7.180794221407637e-05,1.5258803464835715,7.43893529850017e-09,1.3877787807814457e-17,0.022203904140477255,1.9419261921351678,2.018545381559918e-08
1080204,1.3877787807814457e-17,1.0,6.646591744822203,9.073662615685145e-15,1.3877787807814457e-17,0.022203904140477255,5.678122388224072,1.561628700748825e-12
1080205,1.3877787807814457e-17,1.0,14.417060029708793,4.871001951831053e-12,1.3877787807814457e-17,1.0,9.220010228635303,2.063351124408695e-12
1080206,2.220446049250313e-16,1.0,5.222597582827312,1.0317204529411525e-09,2.220446049250313e-16,1.0,6.791574410343841,1.3508476224122132e-11
1090001,2.7755575615628914e-17,1.0,5.2470496238410504,6.152548299144427e-11,0.034533333333333346,0.0008188467909891094,4.0831021090464965,1.527946508843024e-10
1090002,2.220446049250313e-16,1.0,1.4033347934558318,6.07957936193836e-11,2.220446049250313e-16,1.0,1.5592187394316017,3.3857118190136543e-09
1090003,0.010118181818181832,0.005691829882963577,6.3198193259718565,1.6003241868208805e-12,2.7755575615628914e-17,1.0,6.1437659520420596,3.3537354074643817e-10
1090004,1.1102230246251565e-16,1.0,2.022615632968318,1.9142440841044997e-11,1.1102230246251565e-16,1.0,2.508558719471271,4.0486588762869033e-10
1100003,8.673617379884035e-18,1.0,2.13656604351071,1.1576075505328143e-10,8.673617379884035e-18,1.0,2.2297401698542085,1.2672837924668987e-05
1100004,3.469446951953614e-18,1.0,6.058017550939297,2.757074299556724e-10,3.469446951953614e-18,1.0,8.200108309726687,3.197879889884584e-08
1100005,0.003784090909090973,0.12150291881711085,19.97552215000728,1.0070244444677908e-10,0.009527272727272815,0.0017128741493214466,13.382636411753793,5.069438721484499e-13
