huc2,k_levee_1,p_levee_1,k_county_1,p_county_1,k_levee_2,p_levee_2,k_county_2,p_county_2
1,0.03772421630094125,3.7574664997531714e-05,122.56756786536891,6.6244652048379635e-15,0.06284848484848538,5.1791034454050086e-05,109.74252771085571,1.4263982283391547e-15
2,0.30756041814885293,3.0991716047245697e-09,112.76413793910592,4.270589439113656e-14,0.2359788775476881,2.148105439914966e-05,110.31544561119381,2.1531782077787364e-14
3,15.777330960230202,1.4893729433821367e-12,288.9106241868901,3.926002095620058e-18,22.954116366513034,9.510713197414443e-14,331.66102368767713,1.3018073608080403e-15
4,0.036543918053777213,0.0002389670834012973,37.37074972361182,3.2950092984498137e-13,0.01254227272727304,0.0054019201683770226,53.94173406413336,3.2845965005065094e-14
5,1.2762212514062838,7.157998557375569e-10,42.07389030574012,9.211769402878653e-11,1.5586584736346794,8.510135043339353e-11,62.588709600873756,1.1296619680152554e-10
6,6.661338147750939e-16,1.0,0.10493637258836364,4.810720831288948e-06,0.07104176676360308,4.261003922311077e-05,0.6137073053904265,3.812786621548355e-09
7,2.6177999058714256,7.866796879009688e-08,70.06371952855903,1.297653431190813e-11,6.375657991381331,8.807019064795368e-13,88.7724622273887,7.910086339146037e-14
8,5.456184143470409,2.5590784094263506e-10,31.318019065588942,4.865567088621876e-10,10.83840401900732,2.4159063645826164e-13,60.10087699560336,1.747096452987466e-15
9,0.10541755974832251,6.172327711647086e-08,13.066466115673073,3.202524745964519e-07,0.02418181818181825,2.2784595033585885e-05,15.90097354792421,2.6330949184901145e-13
10,1.8118545418575138,7.329582080219443e-07,95.82682180653319,4.486947576066851e-13,3.040549013491896,2.1753178734751306e-12,139.3968188053842,3.701094986373469e-11
11,4.27943822285118,2.914010938129844e-14,66.02228306961626,5.187706256277906e-14,6.266910981756496,1.3796173065253503e-10,111.471603486542,5.905366515121118e-14
12,2.2914945281582355,2.263887082430047e-09,80.30154387714882,1.0026870737087415e-14,2.314998677616231,7.764333290218967e-13,59.871843075852325,3.2486746684823984e-11
13,1.3859965445642315,1.3523560880968084e-08,51.875072730976996,1.0138518442349309e-08,10.770352869541297,3.41949038899636e-08,371.6514451975826,3.082186320699258e-08
14,0.0,,0.1954735130789893,2.040241187415994e-09,0.0,,0.053787475356800174,0.002749826623980583
15,0.6022337528530757,8.335272193957679e-08,50.97295032370124,2.641907680707107e-12,0.36601199265807116,0.00012962620402523262,88.81196828628131,7.572629914943447e-10
16,0.6829825319816201,4.403725426596568e-07,10.979908421159102,3.4004235879418613e-12,0.8971120948351354,5.137659450479646e-08,12.11083592786937,3.3985058941392558e-06
17,0.6440998275525107,9.382880022150865e-08,50.53845831282666,1.31490172151571e-14,0.9642438681388681,4.13082419515503e-09,72.24710835590705,1.7708900664630645e-14
18,7.09070762460118,2.2281220605950107e-11,419.14798595297543,1.1770209689696615e-14,5.844910973832967,9.521608065679274e-14,316.19479212557417,5.5032927813250746e-14
