systemId,levee_effect,levee_year,levee_area
4905000041,-13.057607090103375,1987,0.474
4905000044,-17.042882090421063,1960,0.087
4905000046,-16.035291646243245,1954,0.068
4905000057,-1.7241379310344973,1985,0.091
4905000058,-12.617789014019753,1966,0.136
4905000062,,1962,0.128
4905000063,-12.726826875919572,1960,0.091
4905000064,-2.119392440833634,1982,0.139
4905000066,,1959,0.076
4905000077,-19.944470152707105,1962,0.13
5005000028,-19.87168371770418,1956,1.038
5105010001,-7.956780329731572,1967,101.135
5105020001,-9.604112183244684,1988,1.817
5105030001,-3.5845933950199527,1984,0.992
5105040001,6.4316106427916075,1963,2.627
5105050001,-6.460258576795774,1976,8.137
5105050002,-12.514233659758611,1977,0.107
5105060001,9.927400805060337,1968,46.303000000000004
5105070001,-4.487080633782425,1967,91.61
5105070002,-5.550704752401137,1967,80.98
5105070003,1.949295247598859,1967,11.494000000000002
5105080001,-9.327536869909746,1963,20.677
5105090001,-16.575401999130857,1973,4.784
5105100001,-1.1159874099677225,1983,10.424000000000001
5105110001,-2.68550473112088,1963,60.873999999999995
5105120001,-12.501767490163962,1979,43.998999999999995
5105130001,-5.154639175257714,1966,61.277
5105140001,-1.9519332523855848,1970,36.957
5105150001,-7.8565179352581005,1993,0.14300000000000002
5105160001,0.03575318938502381,1967,72.828
5105190001,-21.66392092256999,1971,51.144
5105190002,-21.66392092256999,1971,27.769000000000002
5105210001,,1977,41.86600000000001
5105230001,-5.537179958348659,1982,0.198
5105230002,-5.537179958348659,1982,0.127
5105240001,-6.947704909844665,1975,3.515
5105250001,-5.6119279353903595,1957,2.476
5105260001,-12.684288668159184,1968,180.357
5105260002,86.14726027397259,1968,3.529
5105260003,11.974598403468995,1968,9.957
5105260004,,1968,45.714
5105260005,-3.852739726027399,1968,68.873
5105260006,-3.257561525041086,1968,169.412
5105300001,-8.004977936795242,1991,24.076999999999998
5105530001,,1950,25.566999999999997
5105550001,-4.984152379717832,1970,10.422
5105550002,-12.074871879196468,1970,3.032
5105550003,-1.264061068385658,1970,1.608
5105550005,-7.94769706067926,1995,0.675
5105580001,-11.363004628694462,1954,2.0269999999999997
5105580002,-27.909767218622505,1954,0.159
5105580003,-27.909767218622505,1954,0.359
5105580004,-27.909767218622505,1954,0.381
5105580006,2.5250153900731265,1954,0.22399999999999998
5105580300,-1.2542372881355845,1955,0.345
5105590001,-13.157894736842124,1949,0.155
5105590100,,1975,56.471000000000004
5105590140,,1960,1.1740000000000002
5105590150,,1954,3.967
5105590220,-8.236767929846511,1969,0.11699999999999999
5105590225,-8.236767929846511,1969,0.213
5105590250,294.8453608247424,1966,0.19699999999999998
5105620001,-5.514705882352944,1951,0.159
5105620002,-5.514705882352944,1951,0.12300000000000001
5105630001,-3.907139314644681,1984,2.576
5105630002,-6.0387571586456135,1980,8.316
5105640001,-11.170341652532102,1950,42.902
5105660001,1.3932375735611569,1966,85.046
5105700001,8.165053221779296,1980,6.086
5105780001,11.798245614035107,1975,3.9419999999999997
5105780002,12.691387559808543,1975,1.05
5105780003,-16.096491228070175,1975,0.273
5105800001,-6.146156338223729,1988,0.344
5105800002,1.5104561907785863,1988,5.354
5105800003,1.472891280823907,1988,3.389
5105870001,-25.569176882662003,1958,0.56
5105870002,-0.5691768826619814,1958,0.373
5105890001,8.62423640151535,1995,1.974
5105920001,-4.25622699877326,1982,3.286
5105920002,-4.09973247608153,1982,4.546
5105920003,-3.8798154554859687,1982,16.617
5105920004,11.128388385842136,1982,0.21600000000000005
5105920005,-6.159063559785571,1979,1.965
5105950070,,1957,0.067
5105950071,15.485402588780307,1969,1.08
5105950077,,1967,0.271
5205000301,-4.925938684119857,1976,4.423
5205000302,,1976,1.08
5205000311,-20.08903728436282,1971,0.387
5205000312,4.910962715637157,1971,0.22699999999999998
5205000313,72.21865502332949,1971,0.5529999999999999
5205000393,-3.8590516778011175,1958,26.811
5205000401,-81.03448275862068,1955,60.501999999999995
5205000411,-30.33937975424226,1960,86.274
5205000412,17.849026042859183,1960,110.959
5205000413,,1960,10.4
5205000421,-11.860619602633005,1965,20.109
5205000422,-5.9581388498528565,1965,55.591
5205000423,23.13938039736698,1965,1.921
5205000424,,1965,0.669
5205000431,-41.579837114848914,1952,6.026
5205000521,-0.6489435949844413,1952,572.043
5205000544,-18.707372523546574,1964,136.291
5205000561,-11.383096989405717,1959,1135.246
5205000631,,1961,149.37
5205000632,,1961,6.29
5205000633,885.1536825826404,1961,124.639
5205000641,1.0104258959138468,1950,81.175
5205000642,-39.49948911825047,1950,78.767
5205000651,-66.16800920598385,1957,66.941
5205000661,8.454737444965454,1961,45.285
5205000662,,1961,7.8439999999999985
5205000711,,1961,41.191
5205000741,,1977,47.56
5205000771,-81.03448275862068,1955,38.876
5205000801,152.29885057471267,1955,37.525999999999996
5205000841,-18.093404931216405,1962,106.914
5205000842,,1952,12.071
5205000902,,1955,131.488
5205000903,-13.358845575198997,1964,65.441
5205000921,-69.09138917683615,1952,25.096999999999998
5205000922,-31.808278867102402,1952,139.718
5205000923,54.905977345798604,1976,216.463
5205000931,-21.720430107526866,1959,266.222
5205000941,,1952,49.905
5205000981,,1958,26.738000000000003
5205000991,,1961,46.341
5205001011,-22.27443626482959,1962,27.18
5205001151,49.24160615683635,1971,150.38299999999995
5205001191,,1972,12.112
5205001201,,1967,41.982
5205001211,6.97938859115963,1968,42.44300000000001
5205001221,-14.812071116656256,1982,13.775
5205001271,,1963,103.055
5205001281,458.3934884626288,1965,69.75
5205001331,,1968,1.514
5205001341,,1968,8.014
5205001351,,1968,3.302
5205001411,,1952,15.709000000000001
5205002130,,1976,30.551
5205002131,-58.58847825564919,1976,131.518
5205010371,-3.1847133757962,1968,3.489
5205020051,5.9749980093956045,1961,35.44300000000001
5205020211,141.97764494664324,1960,13.537
5205020212,-7.773538243331868,1960,58.449
5305000001,3.9835730616983422,1977,83.00399999999998
5305000002,6.269755478464911,1977,19.717
5305000006,-12.559241706161117,1965,0.115
5305000007,70.77409162717221,1965,0.276
5305000011,-15.832363213038402,1966,0.7559999999999999
5305000012,-15.832363213038402,1966,0.149
5305000013,451.50548466532365,1959,3.056
5305000019,,1972,0.6579999999999999
5305000020,-1.6843272696587475,1964,2.117
5305000024,-1.1008610086100656,1949,10.325999999999999
5305000025,-18.63865328630647,1949,6.955
5305000026,33.02801338036021,1949,15.455
5305000029,-16.50184501845018,1969,2.362
5305000030,,1969,1.2819999999999998
5305000031,-38.42901284761753,1962,0.187
5305000032,,1962,0.07200000000000001
5305000033,-38.33055182426288,1966,0.18100000000000002
5305000036,-8.274651857875192,1963,0.336
5305000037,-8.274651857875192,1963,0.45399999999999996
5305000038,-14.999007345642257,1959,0.49
5305000039,-14.999007345642257,1959,0.135
5305000042,21.026298674925002,1981,1.454
5305000043,2.8407403688022193,1990,0.757
5305000044,2.4752432927788393,1990,1.208
5305000045,-8.851773979714084,1990,3.261
5305000046,-12.132036400707747,1990,1.0
5405000002,86.17604167681627,1950,9.773
5505000004,-32.30530286221431,1964,0.16699999999999998
5505000005,13.392483718707071,1966,0.145
5505000007,154.22680412371133,1964,3.487
5505000008,,1989,1.5219999999999998
5505000010,23.3205047011253,1959,1.8359999999999999
5505000012,-35.33430232558139,1979,0.47600000000000003
5505000013,-35.33430232558139,1979,0.715
5505000014,-32.17988231997757,1980,0.872
5505000015,-29.892565681510796,1950,2.549
5505000016,-0.5431347661934538,1950,19.476
5505000018,-71.44578313253014,1965,3.008
5505000019,,1969,0.271
5505000020,-18.10977313825417,1992,3.87
5505000024,-2.037528870647276,1995,153.415
5505000031,,1955,0.852
5505000032,-75.66016073478757,1955,0.5670000000000001
5505000043,-5.614726948361426,1990,21.078000000000007
5505000049,,1960,1.037
5505000058,-21.339636628174794,1963,0.665
5505000189,,1960,0.7440000000000001
5505000201,3973.096609085092,1949,1.7269999999999999
5505000297,,1955,0.513
5605030001,-13.83835770154378,1968,106.639
5605180001,-10.092053403954914,1960,229.655
5605280001,,1985,49.59
5605300001,12.492876682805122,1957,347.92900000000014
5605320001,-5.0073536197271284,1957,198.75599999999997
5605360001,-2.9132569558101507,1951,65.362
5605470001,-14.376045633076462,1964,43.253
5605470002,41.53847318153603,1964,6.641
5605810001,,1982,13.333
5705000001,,1987,4.52
5705000003,-1.847319078187759,1991,1.735
5705000009,-2.7057752062156215,1989,3.5
5705000011,-28.676702917579355,1995,1.9769999999999999
5705000015,11.908045977011517,1985,1.186
5705000016,,1990,0.115
5705000017,12.428913620883586,1983,1.46
5705000021,-26.036181264553093,1978,0.447
5705000026,7.123274631127985,1976,1.368
5705000029,41.500265918870596,1991,0.501
5705000030,-20.6618962432916,1991,0.231
5705000031,197.51992193852644,1991,0.531
5705000032,,1991,0.09300000000000001
5705000033,-20.6618962432916,1991,0.19699999999999998
5705000034,-20.6618962432916,1991,0.1
5705000036,-20.6618962432916,1991,0.185
5705000038,-5.733380232149132,1987,1.6340000000000001
5705000039,-34.55945252352437,1964,0.222
5705000042,-36.40472878998611,1972,1.867
5705000049,-11.560861968549796,1962,0.435
5705000064,-25.945470536499514,1968,0.139
5705000065,-25.945470536499514,1968,0.22699999999999998
5705000066,-25.945470536499514,1968,0.61
5805000003,10.431568312830542,1970,2.625
5805000004,-4.408819915350648,1977,3.275
5805000005,-21.418786692759294,1977,3.565
5805000007,-3.962477761604366,1962,0.15
5805000008,-5.031091011871136,1964,0.858
5805000009,-3.196941437180545,1995,17.662
5805000010,6.2603071578941405,1995,90.704
5805000011,-16.13494682801615,1995,27.333000000000002
5805000014,-16.66079250793009,1987,0.256
5805000015,4.361728438681367,1994,8.876
5805000016,-0.18379569737914103,1954,16.852
5805000017,,1965,0.222
5805000018,-28.882520995185736,1949,7.816
5805000019,5.840230947923941,1982,3.722
5805000020,-3.1104199066873894,1980,2.9210000000000003
5805000021,-16.696699544764783,1991,0.381
5805000025,-4.1552624064873145,1959,149.645
5805000026,-3.5219290731540065,1959,18.988
5805000027,-1.209846178879359,1959,151.661
5805000029,127.23850060616641,1985,5.062
5805000030,,1959,3.938
5805000035,8.978070926846016,1959,50.64
5805000036,-6.021929073153998,1959,16.674
5805000043,-1.5912031047865538,1954,8.207
5805000044,,1954,0.521
5805000047,-1.5912031047865538,1954,9.021
5805000049,-1.5912031047865538,1954,10.790999999999999
5805003001,40.538334314318725,1980,2.8960000000000004
5905000001,-0.10084211216190297,1967,19511.62
5905000002,-35.893388328757325,1968,2.31
5905000003,-9.11099538693212,1956,260.911
5905000004,23.40199998720427,1967,964.53
5905000009,56.301389351746245,1967,123.458
5905000012,-8.57023060796649,1952,8.597000000000001
5905000013,-5.224144649676576,1956,579.552
5905000015,-22.94434906392857,1968,33.873000000000005
5905000020,-15.189322434474594,1976,117.91799999999999
5905000021,-0.282865507286556,1950,13992.411
5905000023,-19.229356359165184,1978,424.574
5905000024,176.43098535846653,1962,420.50800000000004
5905000026,,1949,185.554
5905000029,-12.085860942603844,1956,47.147
5905000032,-17.586547972304633,1956,0.504
5905000034,39.52881353178657,1955,3.988
5905000035,,1967,35.169000000000004
5905000036,-14.711948790896168,1964,1.101
5905000038,-14.817742643829623,1951,1.112
5905000048,3.688926706705864,1950,104.109
5905000051,125.22325189553489,1965,1.0190000000000001
5905000057,-27.804404884172108,1952,2.574
6005000002,,1970,0.07400000000000001
6005000005,-34.940312213039505,1972,0.11599999999999999
6005000008,23.647905628311516,1959,0.136
6005000013,,1963,0.45299999999999996
6005000015,,1970,0.16899999999999998
6005000018,-9.037328094302598,1952,172.43900000000005
6005000019,-17.53958587088913,1952,62.61600000000001
6005000020,390.96267190569745,1952,11.492
6005000021,-15.704211930627032,1967,1.115
6005000022,-15.704211930627032,1967,1.5390000000000001
6005000023,,1967,0.19699999999999998
6005000024,-15.704211930627032,1967,0.5379999999999999
6005000025,-5.2323147760569455,1965,2.043
6005000027,,1965,0.1
6005000028,-15.704211930627032,1967,0.20800000000000002
6005000029,,1971,0.836
6005000030,45.21819870009285,1951,0.895
6005000031,-18.884365402471246,1951,1.244
6005000035,-9.109412856738297,1951,11.300999999999998
6005000036,372.8483606557377,1951,0.47200000000000003
6005000038,,1951,2.485
6005000040,-16.303486529318523,1965,0.462
6005000041,-16.303486529318523,1965,0.154
6005000043,-16.39779456810293,1963,0.409
6005000065,,1975,0.527
6005000079,,1971,1.014
6005000090,,1965,0.818
6005000100,,1986,1.8359999999999999
6005000130,,1957,1.819
6005000150,-9.523809523809511,1964,36.76300000000001
6005000155,,1971,0.83
6005000180,,1957,1.05
6005000190,,1977,0.32
6005000200,,1964,7.456
6005000210,,1971,2.5669999999999997
6005000215,,1968,13.565999999999999
6005000225,24.645574689627537,1949,7.114
6005000235,,1949,0.207
6005000255,-11.499272197962163,1965,2.039
6005000265,,1957,1.569
6005000280,-23.387096774193594,1949,0.41200000000000003
6005000295,,1950,0.68
6005000300,,1965,0.162
6005000320,,1974,0.326
6005000395,,1950,0.48
6005000400,,1959,1.7409999999999999
6005000420,-7.033295922184779,1964,4.133
6005000421,-7.033295922184779,1964,5.818
6005000425,,1964,0.8009999999999999
6005000430,,1968,0.7909999999999999
6005000445,,1956,0.89
6005000450,3.749149879785807,1954,11.933
6005000465,,1985,2.886
6005000477,-12.948960302457468,1969,0.282
6005000479,,1969,1.2919999999999998
6005000495,,1969,0.1
6005000497,,1969,0.105
6005000499,,1969,0.145
6005000505,-23.198198198198195,1984,0.871
6005000540,,1966,0.564
6005000570,,1949,0.168
6005000576,,1951,0.752
6005000585,-8.22429906542057,1972,0.321
6005000595,,1950,0.067
6005000625,,1969,0.066
6005000630,,1965,0.136
6005000640,,1951,0.2
6005000700,868.555589775177,1960,0.113
6005000705,-5.678763787941099,1960,0.8240000000000001
6005000706,,1960,0.38
6105001001,-5.87380990802,1983,0.58
6105004001,-22.679239148106014,1993,0.18899999999999997
6105005001,,1987,0.255
6105005002,-13.140879701302289,1987,0.084
6105008001,,1962,31.557
6105009001,,1962,0.314
6105009002,,1962,5.199
6105009003,,1962,4.3260000000000005
6105009004,,1962,5.32
6105011001,,1959,6.0420000000000025
