year_diff,Levee_year,levee_urban,county_urban,levee_area,county_area
-10.0,1948.0,1804.2312137562799,20020.37422675184,138601.276,1597648.8166299849
-10.0,1949.0,625.0928283491677,7214.321102796825,47690.35,572625.2666215791
-10.0,1950.0,744.7820944168208,7938.526291680146,47971.528999999995,608801.8567480167
-10.0,1951.0,754.5646143544745,8731.323160325985,48922.454,664387.0758848093
-10.0,1952.0,845.5922305909418,9620.351489165787,53953.653000000006,724078.0466815847
-10.0,1953.0,899.4570934459928,9257.633931977347,54900.59799999999,710959.2277466471
-10.0,1954.0,879.1361191809983,8998.45519547637,54227.21399999999,638758.5928068478
-10.0,1955.0,479.04593763658175,7727.6672462757215,13314.754,504883.570484269
-10.0,1956.0,496.4248793647398,8358.046849368999,14044.107,607529.2976488844
-10.0,1957.0,476.0883110952295,10197.199520547021,14145.493000000002,688426.8279329734
-10.0,1958.0,498.2253281615458,11185.646126759508,14889.960000000003,732493.4274452643
-10.0,1959.0,385.2559655401284,12137.629654504937,14935.911999999998,756282.9238889129
-10.0,1960.0,428.45140686058744,13956.213021261286,15023.874000000002,949366.0968498094
-10.0,1961.0,363.5892051288441,14901.461882329186,10233.190000000002,996865.2835809817
-10.0,1962.0,309.1453159063752,15854.496770528058,12318.221999999998,1015425.5200997373
-10.0,1963.0,478.5390120441066,17960.365909311193,33944.613000000005,1097311.728022344
-10.0,1964.0,401.9219131482351,17872.287128099917,32025.164999999997,1111859.9683221118
-10.0,1965.0,365.3067304210729,18425.68317153054,31023.703,1030115.9990068335
-10.0,1966.0,338.6686534892096,16189.662706745792,28552.951999999997,897480.3248313866
-10.0,1967.0,332.02263711329954,15573.531142343485,28146.262,919651.8526295132
-10.0,1968.0,333.40218304871934,14439.259395317178,27990.129999999997,918494.2787245435
-10.0,1969.0,302.42144349983994,12897.60119699235,27148.193000000003,795862.6263860154
-10.0,1970.0,277.1988044872639,11514.49836403173,27114.248999999996,708724.8943035684
-10.0,1971.0,263.89694203726435,10394.119371753379,23998.860999999997,675667.1025957683
-10.0,1972.0,97.91042150954388,8126.383523923866,2855.398,603598.9486612641
-10.0,1973.0,113.59937695224448,7346.362179687405,2093.682,534114.4595093271
-10.0,1974.0,117.33838483955101,5933.186127416416,2399.252,446564.38289614004
-10.0,1975.0,116.89658789498793,5513.854405871535,2378.1399999999994,453648.0075352949
-10.0,1976.0,109.73297685060226,5231.675002723781,2014.933,431484.73983794765
-10.0,1977.0,129.2975044454546,4782.6287971724005,2068.119,379192.5808343918
-10.0,1978.0,112.08228784648037,4059.5538685964843,1914.099,282407.5192448561
-10.0,1979.0,119.69255159054744,4688.487270173608,1730.2910000000002,292906.8885319856
-10.0,1980.0,118.36606316151915,5247.324072307411,1729.9539999999997,285115.97330806695
-10.0,1981.0,111.3062631545701,5659.376850522789,1208.718,321858.4783846529
-10.0,1982.0,69.00718626430536,4940.194423368711,1030.6580000000001,315262.56497675716
-10.0,1983.0,103.37307555270742,4831.109276244044,747.278,293589.1069272509
-10.0,1984.0,104.15556237875408,4863.273502918305,742.08,266111.6704548123
-10.0,1985.0,95.14628660014853,4629.3656433406995,704.386,212707.5191931462
-10.0,1986.0,69.83008160166285,4790.902596539196,485.04800000000006,230396.13375381805
-10.0,1987.0,76.63252246431487,5636.686915924984,613.4830000000001,225783.9023366933
-10.0,1988.0,68.90215224218456,5034.647221510646,602.607,211014.52359970944
-10.0,1989.0,70.70081807701395,4576.837206072256,695.261,196996.2535740556
-10.0,1990.0,70.81965819612297,3769.4196933006447,639.813,134930.89703544741
-10.0,1991.0,100.27605233751122,4510.710156650716,1443.222,131542.7514899377
-10.0,1992.0,58.274378449571245,3931.7817396893515,1229.988,113751.95395520978
-10.0,1993.0,53.295342597550516,3471.3875763791725,1184.3659999999998,102817.24519627995
-10.0,1994.0,53.295342597550516,3391.5606749990343,1182.667,95590.734970645
-10.0,1995.0,199.24685636821067,8701.833655461933,4846.865000000001,195894.02420278336
-9.0,1948.0,1814.8355050559708,20346.886744750438,138601.276,1597648.8166299849
-9.0,1949.0,631.4211505867519,7332.386862944972,47690.35,572625.2666215791
-9.0,1950.0,752.617096043718,8061.597101165271,47971.528999999995,608801.8567480167
-9.0,1951.0,762.4629175686734,8878.208763149156,48922.454,664387.0758848093
-9.0,1952.0,853.9085172819744,9800.988856355892,53953.653000000006,724078.0466815847
-9.0,1953.0,907.9633907903667,9417.823387130036,54900.59799999999,710959.2277466471
-9.0,1954.0,887.8966373658527,9176.149899976694,54227.21399999999,638758.5928068478
-9.0,1955.0,486.3659718706459,7908.742792595125,13314.754,504883.570484269
-9.0,1956.0,504.1842107683394,8585.315575976216,14044.107,607529.2976488844
-9.0,1957.0,480.14175301872297,10485.89893112351,14145.493000000002,688426.8279329734
-9.0,1958.0,503.071344657602,11506.344838157835,14889.960000000003,732493.4274452643
-9.0,1959.0,388.71993131504314,12479.701741474617,14935.911999999998,756282.9238889129
-9.0,1960.0,432.60919209752035,14340.80003226402,15023.874000000002,949366.0968498094
-9.0,1961.0,367.64270564600525,15295.933637603124,10233.190000000002,996865.2835809817
-9.0,1962.0,312.9468765249121,16281.522902894052,12318.221999999998,1015425.5200997373
-9.0,1963.0,487.4252492918986,18399.139583904245,33944.613000000005,1097311.728022344
-9.0,1964.0,410.61050063164276,18309.689345433882,32025.164999999997,1111859.9683221118
-9.0,1965.0,373.24605949463523,18845.738007552758,31023.703,1030115.9990068335
-9.0,1966.0,346.3082019084021,16521.78214257755,28552.951999999997,897480.3248313866
-9.0,1967.0,339.61816063665003,15878.453391370358,28146.262,919651.8526295132
-9.0,1968.0,341.1195107283981,14724.240544820466,27990.129999999997,918494.2787245435
-9.0,1969.0,309.5064298866055,13131.627948645913,27148.193000000003,795862.6263860154
-9.0,1970.0,283.9700921169673,11711.57637244833,27114.248999999996,708724.8943035684
-9.0,1971.0,270.7299943728501,10556.018847430052,23998.860999999997,675667.1025957683
-9.0,1972.0,99.84200160634123,8243.914767674552,2855.398,603598.9486612641
-9.0,1973.0,116.46754967235783,7454.330665074773,2093.682,534114.4595093271
-9.0,1974.0,120.33146900420688,6009.935638690546,2399.252,446564.38289614004
-9.0,1975.0,119.88967205964379,5585.2907874609355,2378.1399999999994,453648.0075352949
-9.0,1976.0,112.0452935228715,5297.373738549704,2014.933,431484.73983794765
-9.0,1977.0,132.3706507594485,4845.265141863889,2068.119,379192.5808343918
-9.0,1978.0,115.09160377115627,4111.127218625798,1914.099,282407.5192448561
-9.0,1979.0,122.76247216638615,4776.375742361274,1730.2910000000002,292906.8885319856
-9.0,1980.0,121.37421903147552,5343.032855293873,1729.9539999999997,285115.97330806695
-9.0,1981.0,113.99936114051835,5773.14340522754,1208.718,321858.4783846529
-9.0,1982.0,70.63787237218106,5043.579959501436,1030.6580000000001,315262.56497675716
-9.0,1983.0,105.3792504742717,4933.929726932706,747.278,293589.1069272509
-9.0,1984.0,106.28717651004483,4966.406234910864,742.08,266111.6704548123
-9.0,1985.0,97.14904108231646,4728.683903504729,704.386,212707.5191931462
-9.0,1986.0,70.89277874581141,4887.970336809292,485.04800000000006,230396.13375381805
-9.0,1987.0,77.82180124912678,5735.255778696785,613.4830000000001,225783.9023366933
-9.0,1988.0,70.03082637583366,5095.400012446205,602.607,211014.52359970944
-9.0,1989.0,71.8921235279787,4629.704158888764,695.261,196996.2535740556
-9.0,1990.0,71.95066623021887,3800.9162034938277,639.813,134930.89703544741
-9.0,1991.0,102.11110446288208,4544.7073133597,1443.222,131542.7514899377
-9.0,1992.0,59.609030316711,3959.0306837346357,1229.988,113751.95395520978
-9.0,1993.0,54.50455525496383,3494.3241615477023,1184.3659999999998,102817.24519627995
-9.0,1994.0,54.504555254963826,3413.6222004633305,1182.667,95590.734970645
-9.0,1995.0,204.0194374185426,8761.895528060952,4846.865000000001,195894.02420278336
-8.0,1948.0,1822.569132047431,20633.79513714659,138601.276,1597648.8166299849
-8.0,1949.0,636.0280287237811,7441.754024770104,47690.35,572625.2666215791
-8.0,1950.0,758.1028704911797,8176.719050966083,47971.528999999995,608801.8567480167
-8.0,1951.0,768.0752951907383,9018.584955612918,48922.454,664387.0758848093
-8.0,1952.0,860.2106438491379,9975.177601651489,53953.653000000006,724078.0466815847
-8.0,1953.0,914.5206244442734,9577.817337431188,54900.59799999999,710959.2277466471
-8.0,1954.0,894.6651147733328,9352.527565720418,54227.21399999999,638758.5928068478
-8.0,1955.0,492.4728560090654,8101.822328264877,13314.754,504883.570484269
-8.0,1956.0,511.7378035603537,8823.96353789503,14044.107,607529.2976488844
-8.0,1957.0,485.04732104917764,10790.788859113922,14145.493000000002,688426.8279329734
-8.0,1958.0,508.73372299895584,11838.109436896295,14889.960000000003,732493.4274452643
-8.0,1959.0,393.747451105045,12835.154778939654,14935.911999999998,756282.9238889129
-8.0,1960.0,438.2711249305487,14729.450384177764,15023.874000000002,949366.0968498094
-8.0,1961.0,372.7397695339349,15686.909032950301,10233.190000000002,996865.2835809817
-8.0,1962.0,317.8489628033642,16705.052740567367,12318.221999999998,1015425.5200997373
-8.0,1963.0,496.323316027137,18834.60464646035,33944.613000000005,1097311.728022344
-8.0,1964.0,419.3201398918255,18740.410836876195,32025.164999999997,1111859.9683221118
-8.0,1965.0,380.45341867265165,19259.350938005096,31023.703,1030115.9990068335
-8.0,1966.0,353.21093751096726,16859.21197368137,28552.951999999997,897480.3248313866
-8.0,1967.0,345.7664418636805,16185.255164186981,28146.262,919651.8526295132
-8.0,1968.0,347.02375419634797,15007.911648926365,27990.129999999997,918494.2787245435
-8.0,1969.0,314.78150286508617,13371.285317098442,27148.193000000003,795862.6263860154
-8.0,1970.0,289.120285095448,11922.283276509403,27114.248999999996,708724.8943035684
-8.0,1971.0,275.63427013821604,10731.922635041265,23998.860999999997,675667.1025957683
-8.0,1972.0,100.7265211174674,8375.94976670299,2855.398,603598.9486612641
-8.0,1973.0,118.04039369390348,7573.858590927816,2093.682,534114.4595093271
-8.0,1974.0,122.21597669481727,6096.381237599405,2399.252,446564.38289614004
-8.0,1975.0,121.7085547502542,5661.172579616585,2378.1399999999994,453648.0075352949
-8.0,1976.0,113.73966534854006,5369.512112448183,2014.933,431484.73983794765
-8.0,1977.0,135.76246979710427,4914.59092423578,2068.119,379192.5808343918
-8.0,1978.0,118.35157708065167,4169.764943259909,1914.099,282407.5192448561
-8.0,1979.0,126.08305012704434,4852.891012443278,1730.2910000000002,292906.8885319856
-8.0,1980.0,124.76510468444141,5426.052726638731,1729.9539999999997,285115.97330806695
-8.0,1981.0,117.33503737040698,5871.284026075987,1208.718,321858.4783846529
-8.0,1982.0,73.09875090393992,5129.463832728725,1030.6580000000001,315262.56497675716
-8.0,1983.0,107.90376553063915,5018.1221930583915,747.278,293589.1069272509
-8.0,1984.0,108.81169156641228,5051.848561489993,742.08,266111.6704548123
-8.0,1985.0,99.67355613868392,4809.873222877799,704.386,212707.5191931462
-8.0,1986.0,71.71984659019164,4966.90894634288,485.04800000000006,230396.13375381805
-8.0,1987.0,78.83578436688403,5816.570823959058,613.4830000000001,225783.9023366933
-8.0,1988.0,70.98420484242813,5157.399666469536,602.607,211014.52359970944
-8.0,1989.0,72.83782561958114,4684.13367217489,695.261,196996.2535740556
-8.0,1990.0,72.88824964891833,3836.225135660258,639.813,134930.89703544741
-8.0,1991.0,103.31373418612772,4578.6415334935355,1443.222,131542.7514899377
-8.0,1992.0,60.43635984628331,3985.6549364573575,1229.988,113751.95395520978
-8.0,1993.0,55.33188478453614,3515.9485187548435,1184.3659999999998,102817.24519627995
-8.0,1994.0,55.331884784536136,3434.24644050999,1182.667,95590.734970645
-8.0,1995.0,207.1590214781248,8812.395002388754,4846.865000000001,195894.02420278336
-7.0,1948.0,1832.5883805878261,20939.881101951356,138601.276,1597648.8166299849
-7.0,1949.0,642.9279074409937,7563.699178605239,47690.35,572625.2666215791
-7.0,1950.0,765.4421973636084,8304.66920887056,47971.528999999995,608801.8567480167
-7.0,1951.0,775.4770902548519,9171.976489630679,48922.454,664387.0758848093
-7.0,1952.0,868.8094459387044,10161.75727481178,53953.653000000006,724078.0466815847
