year_diff,Levee_year,levee_urban,county_urban,levee_area,county_area
-10.0,1948.0,683.6215353335498,8692.579223543153,45916.539,633500.3409588975
-10.0,1949.0,622.5120602509799,6810.028986757391,45266.791000000005,504179.0724451579
-10.0,1950.0,685.0989625426677,8161.4319627092045,47724.106999999996,596516.1118573558
-10.0,1951.0,661.8837850223213,7431.153340496392,47629.697,539574.8537174825
-10.0,1952.0,752.4446978109902,7337.810981508333,47126.503000000004,486171.36348389834
-10.0,1953.0,235.0375286685485,4677.497814746445,4243.927000000001,320160.5898858938
-10.0,1954.0,313.5904000702447,5334.697801283406,8834.541000000001,274357.3309767264
-10.0,1955.0,339.0031047247854,5222.0222671549855,7496.643,249341.8680820926
-10.0,1956.0,342.75483853436515,5588.795219509582,7533.0740000000005,251149.19712878374
-10.0,1957.0,338.84585257961413,7188.295855789286,10157.012999999999,311586.8244865787
-10.0,1958.0,364.2218237765103,7563.565869760484,10391.583,462961.58395701373
-10.0,1959.0,324.4635720900011,10182.534349579744,7930.241000000001,572319.6157345336
-10.0,1960.0,261.3898600093406,10221.892481003928,7623.586,568225.8409390277
-10.0,1961.0,291.04974351100833,11943.942661368856,7890.278000000001,616619.6776752407
-10.0,1962.0,222.0040920257651,12327.974901230715,6016.209000000001,770193.034634885
-10.0,1963.0,208.65904709109535,12611.834736525547,5065.5509999999995,691137.5914194742
-10.0,1964.0,159.383609459812,9829.372329395515,5648.527,580492.9137098816
-10.0,1965.0,310.46804242627695,11507.97349016563,26566.649000000005,622857.67877729
-10.0,1966.0,308.8594706619442,11056.638731922543,27165.974000000002,662400.2222328836
-10.0,1967.0,257.46412532546424,10521.246421278087,26314.873999999996,537997.9005371862
-10.0,1968.0,242.64105974767082,10063.988212147324,26158.403999999995,439099.9812413075
-10.0,1969.0,243.22032261471114,9209.753593553622,23381.824000000004,469786.8915850021
-10.0,1970.0,101.8442798318192,7129.176002558336,1865.936,440653.7462713534
-10.0,1971.0,97.90507911223109,7033.7142640680595,1104.6009999999999,476149.80857974204
-10.0,1972.0,96.98248860643318,5410.728785443304,1122.391,370310.9065099886
-10.0,1973.0,86.17188451878754,4176.5793839226135,1099.9899999999998,363564.2197037791
-10.0,1974.0,79.4693355556643,4421.348326312393,1283.706,302836.3621872299
-10.0,1975.0,94.54884355587618,4632.976549247019,1277.38,264810.42335908057
-10.0,1976.0,78.0861943057997,3770.501150010837,1575.758,162910.33939866125
-10.0,1977.0,81.9778130777212,3702.251793798802,1421.563,200279.85136441537
-10.0,1978.0,89.01667735037543,3742.3222088731954,1397.154,232236.637810972
-10.0,1979.0,111.0152099162129,3632.167150442696,1040.9070000000002,260346.6767001559
-10.0,1980.0,165.0076749711314,3282.759600562214,1043.8590000000002,258422.0821567199
-10.0,1981.0,164.5740094782084,3447.041183717631,566.2980000000001,249548.84604894908
-10.0,1982.0,165.8512745587104,5066.339486386303,592.8159999999999,216767.13307566615
-10.0,1983.0,165.3146613804985,6023.243136559424,626.6759999999999,225222.15690285043
-10.0,1984.0,138.92288990998304,5788.217034258161,422.72900000000004,191831.86798343985
-10.0,1985.0,78.22384415519015,5646.126023323897,425.97400000000005,178064.61092605445
-10.0,1986.0,71.62236481593985,5019.042802445335,444.886,159775.94992531533
-10.0,1987.0,63.2514197570829,2930.7910307017128,364.528,139914.35299275295
-10.0,1988.0,71.84024103947309,2755.6198840687757,318.957,98146.18421869211
-10.0,1989.0,79.89556081059047,3778.3139723356285,466.999,122929.91229728836
-10.0,1990.0,37.711017475196535,3660.143231303213,264.01800000000003,115970.69724608772
-10.0,1991.0,36.04716347610474,3578.6295065126765,376.253,112956.88288645877
-10.0,1992.0,41.81579144813272,3669.2026495095406,389.08399999999995,110067.44419134861
-10.0,1993.0,61.207450661927126,3651.9063932515896,1193.7289999999998,106453.08797516942
-10.0,1994.0,47.4693819356197,2116.89301939928,1018.2330000000001,53786.141421684646
-10.0,1995.0,125.32162708671974,3965.5670161463654,2685.53,89747.11760505362
-9.0,1948.0,687.1906791422725,8848.395786164874,45916.539,633500.3409588975
-9.0,1949.0,626.2030110191207,6899.017603502723,45266.791000000005,504179.0724451579
-9.0,1950.0,692.8583542786175,8287.238149977682,47724.106999999996,596516.1118573558
-9.0,1951.0,669.642324977777,7534.010990987128,47629.697,539574.8537174825
-9.0,1952.0,761.6471969478318,7427.872257209384,47126.503000000004,486171.36348389834
-9.0,1953.0,241.16931899883025,4770.580784125062,4243.927000000001,320160.5898858938
-9.0,1954.0,320.20789870645086,5470.663263602977,8834.541000000001,274357.3309767264
-9.0,1955.0,341.9851873981895,5329.858440024775,7496.643,249341.8680820926
-9.0,1956.0,345.9300645834608,5727.56513173756,7533.0740000000005,251149.19712878374
